ID_int {9},QuestType {1},title {2},reward {2},limit_time {1},summary {2},task {2},PurposeTxt {2},number {1},respawn {1},LvMin {1},LvMax {1},inner_only {1},start_hour {1},start_minutes {1},weather {1},wtr_continue {1},custom_zone {2},zone_id {1},multi_quest_flg {2},formationID {2},AcceptCond {2},BtlLockType {1},LodID {3},MatchingID {3},unionID {2},Difficulty {1},Caption {2},Title_replace_ms {1},Title_replace_id {2},Summary_replace_ms1 {1},Summary_replace_id1 {2},Summary_replace_ms2 {1},Summary_replace_id2 {2},Summary_replace_ms3 {1},Summary_replace_id3 {2},StatsID {2},Purpose_replace_ms1 {1},Purpose_replace_id1 {2},Purpose_replace_ms2 {1},Purpose_replace_id2 {2}
238D6AA0,1,156,149,12,149,149,149,4,3,60,60,1,0,0,18,1,1502,2,0,766,0,2,0,1300149,198,0,0,0,1,4,52,4,68,0,1,0,4,52,0,0
3FE1CBF3,1,157,150,12,150,150,150,4,3,60,60,1,12,0,1,1,1702,5,0,767,0,2,0,1300150,198,0,0,0,1,4,66,0,1,0,1,0,4,66,0,0
A39B58AD,1,158,151,21,151,151,151,4,3,60,60,1,12,0,10,1,1602,4,0,768,0,2,0,1300151,198,0,0,0,1,4,95,4,34,4,98,0,4,95,0,0
AD521241,1,159,152,17,152,152,152,4,3,60,60,0,12,0,3,1,2202,7,0,769,0,2,0,1300152,198,0,0,0,1,0,1,0,1,0,1,0,5,60,0,0
94E54DA0,1,160,153,12,153,153,153,4,3,60,60,1,7,0,3,1,2002,6,0,770,0,2,0,1300153,198,0,0,0,1,0,1,0,1,0,1,0,4,24,0,0
8D48B791,1,161,154,12,154,154,154,4,3,60,60,1,12,0,8,1,1702,5,0,771,0,2,0,1300154,198,0,0,0,1,1,200,4,60,4,68,0,4,60,0,0
6E713DA0,1,162,155,17,155,155,155,4,3,60,60,1,7,0,11,1,2002,6,0,772,0,2,0,1300155,198,0,0,0,1,4,16,0,1,0,1,0,4,16,0,0
7CD90A27,1,163,156,17,156,156,156,4,3,60,60,1,0,0,12,1,2202,7,0,773,0,1,807,1300156,198,0,0,4,18,4,77,1,355,4,18,0,4,18,0,0
B65B664E,1,164,157,17,157,157,157,4,3,19,29,0,5,0,1,1,1602,4,0,774,0,2,0,1300157,198,0,0,0,1,4,63,0,1,0,1,0,4,63,0,0
324939B5,1,165,158,12,158,158,158,4,3,28,38,1,17,0,5,1,1502,2,0,775,0,2,0,1300158,198,0,0,0,1,4,42,0,1,0,1,0,4,42,0,0
478ECBC6,1,166,159,17,159,159,159,4,3,38,48,1,19,0,13,1,1602,4,0,776,0,2,0,1300159,198,0,0,0,1,1,1,4,61,0,1,0,4,61,0,0
BF0C2527,1,167,160,17,160,160,160,4,3,44,54,1,12,0,3,1,2202,7,0,777,0,2,0,1300160,198,0,0,0,1,4,87,4,67,0,1,0,4,67,0,0
9A4AE40D,1,168,161,17,161,161,161,4,3,51,60,1,19,0,11,1,2002,6,0,778,0,2,0,1300161,198,0,0,0,1,4,29,0,1,0,1,0,4,15,0,0
83A556D3,1,169,162,17,162,162,162,4,3,28,38,1,7,0,14,1,2002,6,0,779,0,2,0,1300162,198,0,0,0,1,3,26,1,294,0,1,0,4,17,0,0
DAFA5BA9,1,170,163,12,163,163,163,4,3,38,48,1,17,0,3,1,2202,7,0,780,0,2,0,1300163,198,0,0,0,1,4,63,4,61,4,61,0,4,61,0,0
A804A2E0,1,171,164,12,164,164,164,4,3,51,60,1,17,0,1,1,1702,5,0,781,0,2,0,1300164,198,0,0,0,1,4,60,1,190,0,1,0,4,60,0,0
A9B08ED1,1,172,165,21,165,165,165,4,3,22,32,1,7,0,1,1,2002,6,0,782,0,2,0,1300165,198,0,0,0,1,4,80,1,295,0,1,0,0,1,0,0
309D1365,1,173,166,17,166,166,166,4,3,30,40,0,5,0,5,1,1602,4,0,783,0,2,0,1300166,198,0,0,0,1,1,31,4,61,4,61,0,4,61,0,0
CB0BF0D8,1,174,167,17,167,167,167,4,3,41,51,1,0,0,16,1,1502,2,0,784,0,2,0,1300167,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
B652F5C7,1,175,168,17,168,168,168,4,3,47,57,1,7,0,3,1,2202,7,0,785,0,2,0,1300168,198,0,0,0,1,1,355,4,49,0,1,0,5,62,0,0
A1F2D397,1,176,169,17,169,169,169,4,3,53,60,1,0,0,16,1,1702,5,0,786,0,2,0,1300169,198,0,0,0,1,1,190,0,1,0,1,0,0,1,0,0
53479AE3,1,177,170,17,170,170,170,4,3,30,40,1,17,0,15,1,2202,7,0,787,0,2,0,1300170,198,0,0,0,1,4,61,4,55,4,55,0,4,55,0,0
C2B03992,1,178,171,17,171,171,171,4,3,47,57,1,19,0,3,1,2002,6,0,788,0,2,0,1300171,198,0,0,0,1,1,282,1,309,0,1,0,4,17,0,0
7402897C,1,179,172,12,172,172,172,4,3,29,39,1,19,0,9,1,1702,5,0,789,0,2,0,1300172,198,0,0,0,1,1,230,4,66,0,1,0,4,20,0,0
1588D791,1,180,173,17,173,173,173,4,3,37,47,1,19,0,13,1,1602,4,0,790,0,2,0,1300173,198,0,0,0,1,4,25,0,1,0,1,0,4,25,0,0
E840D69A,1,181,174,12,174,174,174,4,3,46,56,1,17,0,5,1,1702,5,0,791,0,2,0,1300174,198,0,0,0,1,4,40,4,75,0,1,0,4,75,0,0
5CFEF36C,1,182,175,17,175,175,175,4,3,55,60,1,12,0,11,1,2002,6,0,792,0,2,0,1300175,198,0,0,4,88,4,18,4,88,0,1,0,4,88,0,0
D45052F3,1,183,176,17,176,176,176,4,3,58,60,1,0,0,14,1,2002,6,0,793,0,2,0,1300176,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
6502DF9D,1,184,177,17,177,177,177,4,3,29,39,1,0,0,7,1,1502,2,0,794,0,2,0,1300177,198,0,0,0,1,4,66,1,459,0,1,0,0,1,0,0
AB527218,1,185,178,17,178,178,178,4,3,46,56,1,0,0,13,1,1602,4,0,795,0,2,0,1300178,198,0,0,0,1,1,1,4,61,0,1,0,4,61,0,0
666C97F9,1,186,179,17,179,179,179,4,3,32,42,1,7,0,1,1,2002,6,0,796,0,2,0,1300179,198,0,0,0,1,4,26,0,1,0,1,0,4,26,0,0
8096089E,1,187,180,17,180,180,180,4,3,35,45,1,12,0,10,1,1502,2,0,797,0,2,0,1300180,198,0,0,0,1,1,459,4,60,0,1,0,0,1,0,0
ED0CF46D,1,188,181,17,181,181,181,4,3,49,60,1,12,0,1,1,1602,4,0,798,0,2,0,1300181,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
88AB6BD1,1,189,182,17,182,182,182,4,3,57,60,1,5,0,3,1,2202,7,0,799,0,2,0,1300182,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
E117605F,1,190,183,12,183,183,183,4,3,58,60,0,5,0,14,1,2002,6,0,800,0,1,623,1300183,198,0,0,0,1,4,84,1,321,0,1,0,4,84,0,0
D63D4103,1,191,184,12,184,184,184,4,3,32,44,1,12,0,11,1,2002,6,0,801,0,1,623,1300184,198,0,0,4,17,4,26,0,1,0,1,0,0,1,0,0
DA4A424E,1,192,185,17,185,185,185,4,3,49,60,1,19,0,10,1,1602,4,0,802,0,2,0,1300185,198,0,0,0,1,0,1,0,1,0,1,0,4,10,0,0
DE3DE78C,1,193,186,12,186,186,186,4,3,58,60,1,12,0,9,1,1702,5,0,803,0,2,0,1300186,198,0,0,0,1,3,75,4,47,0,1,0,4,47,0,0
B4C2F925,1,194,187,17,187,187,187,4,3,60,60,1,7,0,4,1,1602,4,0,804,0,2,0,1300187,198,0,0,0,1,1,1,0,1,0,1,0,4,25,0,0
F5314B90,1,195,188,17,188,188,188,4,3,60,60,1,7,0,1,1,2002,6,0,805,0,2,0,1300188,198,0,0,0,1,4,53,1,314,4,26,0,4,26,0,0
BAEE1033,1,196,189,12,189,189,189,4,3,60,60,1,7,0,8,1,1702,5,0,806,0,2,0,1300189,198,0,0,0,1,4,70,0,1,0,1,0,0,1,0,0
9B5C0003,1,197,190,100,190,190,190,4,3,60,60,0,19,0,3,1,2202,7,0,807,0,2,0,1300190,198,0,0,0,1,4,29,4,18,0,1,0,4,18,0,0
521C2BA9,1,198,191,17,191,191,191,4,3,60,60,0,12,0,14,1,2002,6,0,808,0,2,0,1300191,198,0,0,0,1,1,301,0,1,0,1,0,0,1,0,0
E50EFEC8,1,199,192,17,192,192,192,4,3,60,60,1,5,0,11,1,1702,5,0,809,0,2,0,1300192,198,0,0,0,1,4,37,0,1,0,1,0,0,1,0,0
69E1A222,1,200,193,12,193,193,193,4,3,60,60,1,12,0,5,1,1502,2,0,810,0,2,0,1300193,198,0,0,0,1,1,459,4,70,0,1,0,4,70,0,0
45F47B3F,1,201,194,17,194,194,194,4,3,60,60,0,17,0,11,1,2002,6,0,811,0,2,0,1300194,198,0,0,0,1,4,26,4,99,0,1,0,4,99,0,0
9452C17B,1,202,195,100,195,195,195,4,3,60,60,1,19,0,12,1,2202,7,0,812,0,1,806,1300195,198,0,0,0,1,1,355,0,1,0,1,0,0,1,0,0
F2E87861,1,203,196,17,196,196,196,4,3,60,60,1,17,0,7,1,1502,2,0,813,0,2,0,1300196,198,0,0,4,95,1,459,4,95,4,95,0,4,95,0,0
4FC86AF2,1,204,197,17,197,197,197,4,3,60,60,0,0,0,13,1,1602,4,0,814,0,2,0,1300197,198,0,0,4,83,4,98,4,83,4,83,0,4,83,0,0
5C55C7A4,1,205,198,100,198,198,198,4,3,60,60,1,19,0,17,1,2202,7,0,815,0,1,805,1300198,198,0,0,0,1,1,355,4,16,0,1,0,0,1,0,0
E8B0D62E,1,206,199,21,199,199,199,4,3,60,60,0,7,0,3,1,2002,6,0,816,0,2,0,1300199,198,0,0,4,88,1,282,4,88,0,1,0,4,88,0,0
ECD4B927,1,207,200,17,200,200,200,4,3,60,60,1,5,0,14,1,2002,6,0,817,0,2,0,1300200,198,0,0,0,1,4,98,4,99,1,282,0,4,30,0,0
DB07EB43,3,208,201,8,201,201,201,4,3,1,35,1,15,0,10,1,1602,4,0,828,5726,2,0,1301201,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
B15D8A76,3,208,201,8,201,201,201,4,3,1,35,1,0,0,13,1,1602,4,0,828,5726,2,0,1301201,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
E5C1161E,3,209,202,8,202,202,202,4,3,1,60,1,15,0,1,1,1602,4,0,829,0,2,0,1301202,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
BA556433,3,209,202,8,202,202,202,4,3,1,60,1,10,0,4,1,1602,4,0,829,0,2,0,1301202,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
03A638E6,3,209,202,8,202,202,202,4,3,1,60,1,19,0,1,1,1602,4,0,829,0,2,0,1301202,198,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
C7FCA42A,4,210,203,8,203,203,203,4,3,1,60,1,4,0,1,0,2002,6,0,858,5728,2,0,1302201,198,0,0,0,1,4,89,0,1,0,1,0,0,1,0,0
859C2C8A,2,211,204,15,204,204,204,4,3,20,25,0,10,0,10,1,1602,4,0,838,5538,2,0,1303201,198,0,0,0,1,0,1,0,1,0,1,772,0,26,0,0
60798EA9,2,212,205,15,205,205,205,4,3,30,35,0,20,0,18,1,1702,5,0,839,5539,2,0,1303202,198,0,0,0,1,4,75,0,1,0,1,773,4,75,0,0
2A5A9A4F,2,213,206,15,206,206,206,4,3,35,40,0,18,0,7,1,1502,2,0,840,5540,2,0,1303203,198,0,0,0,1,0,1,0,1,0,1,774,0,27,0,28
C1B83227,2,214,207,15,207,207,207,4,3,40,45,0,0,0,17,1,2202,7,0,841,5541,2,0,1303204,198,0,0,0,1,0,1,0,1,0,1,775,4,5,4,14
7FE3AB90,2,215,208,15,208,208,208,4,3,50,55,0,5,0,11,1,2002,6,0,842,5542,2,0,1303205,198,0,0,0,1,0,1,0,1,0,1,776,4,22,0,0
39BD8740,2,219,211,15,212,211,212,4,3,50,55,0,15,0,3,1,2202,7,0,845,5543,2,0,1303208,198,0,0,0,1,0,1,0,1,0,1,780,4,21,0,0
74178FD8,2,220,210,15,213,210,213,4,3,55,60,0,15,0,1,1,1502,2,0,844,424,2,0,1303207,198,0,0,0,1,0,1,0,1,0,1,781,4,4,0,0
5B3230F2,2,216,209,15,209,209,209,4,3,55,60,0,2,0,14,1,2002,6,0,843,5543,2,0,1303206,198,0,0,0,1,4,2,0,1,0,1,777,4,2,0,0
58BFE546,2,219,212,15,212,212,212,4,3,1,60,1,15,0,1,1,2202,7,0,846,0,2,0,1303209,198,0,0,0,1,0,1,0,1,0,1,780,4,21,0,0
E953F586,2,220,213,15,213,213,213,4,3,1,60,1,15,0,1,1,1502,2,0,847,0,2,0,1303210,198,0,0,0,1,0,1,0,1,0,1,781,4,4,0,0
5860E999,5,221,214,20,214,138,214,4,3,1,10,1,7,0,3,1,2202,7,0,755,0,0,0,1300138,198,0,1,4,69,1,355,4,69,4,69,0,4,69,0,0
4EAF53B0,5,222,215,20,215,153,215,4,3,10,20,1,7,0,3,1,2002,6,0,770,0,0,0,1300153,198,1,1,0,1,0,1,0,1,0,1,0,4,24,0,0
46AEFC0A,5,223,216,20,216,144,216,4,3,20,30,1,19,0,9,1,1702,5,0,761,0,0,0,1300144,198,2,1,0,1,4,81,0,1,0,1,0,0,1,0,0
A65BA27A,5,224,217,20,217,142,217,4,3,30,40,1,19,0,5,1,1502,2,0,759,0,0,0,1300142,198,3,1,0,1,0,1,0,1,0,1,0,0,1,0,0
562D43AB,5,225,218,20,218,139,218,4,3,40,50,1,7,0,4,1,1602,4,0,756,0,0,0,1300139,198,4,1,0,1,3,130,4,83,1,1,0,4,83,0,0
CF616328,5,226,219,20,219,145,219,4,3,50,60,1,5,0,3,1,2202,7,0,762,0,0,0,1300145,198,5,1,0,1,4,43,1,355,0,1,0,4,43,0,0
1BA64A55,5,231,220,20,224,152,224,4,3,1,10,1,12,0,3,1,2202,7,0,769,0,0,0,1300152,198,0,2,0,1,0,1,0,1,0,1,0,5,60,0,0
AB5FD012,5,228,221,20,221,143,221,4,3,10,20,1,19,0,5,1,1502,2,0,760,0,0,0,1300143,198,1,2,0,1,1,99,1,459,0,1,0,4,93,0,0
C7AFD6DA,5,229,222,20,222,147,222,4,3,20,30,1,12,0,5,1,1702,5,0,764,0,0,0,1300147,198,2,2,0,1,1,190,0,1,0,1,0,4,23,0,0
DB70E70F,5,230,223,20,223,151,223,4,3,30,40,1,12,0,10,1,1602,4,0,768,0,0,0,1300151,198,3,2,0,1,4,95,4,34,4,98,0,4,95,0,0
E06B996C,5,227,224,20,220,188,220,4,3,40,50,1,7,0,1,1,2002,6,0,805,0,0,0,1300188,198,4,2,0,1,4,53,1,314,4,26,0,4,26,0,0
67BB8331,5,232,225,20,225,191,225,4,3,50,60,1,12,0,14,1,2002,6,0,808,0,0,0,1300191,198,5,2,0,1,1,301,0,1,0,1,0,0,1,0,0
D71D8328,5,233,226,20,226,196,226,4,3,1,10,1,17,0,7,1,1502,2,0,813,0,0,0,1300196,198,0,3,4,95,1,459,4,95,4,95,0,4,95,0,0
939B74A3,5,234,227,20,227,187,227,4,3,10,20,1,7,0,4,1,1602,4,0,804,0,0,0,1300187,198,1,3,0,1,1,1,0,1,0,1,0,4,25,0,0
CD1D4859,5,235,228,20,228,154,228,4,3,20,30,1,12,0,8,1,1702,5,0,771,0,0,0,1300154,198,2,3,0,1,1,200,4,60,4,68,0,4,60,0,0
CD18991F,5,236,229,20,229,200,229,4,3,30,40,1,5,0,14,1,2002,6,0,817,0,0,0,1300200,198,3,3,0,1,4,98,4,99,1,282,0,4,30,0,0
95CA169D,5,237,230,20,230,156,230,4,3,40,50,1,0,0,12,1,2202,7,0,773,0,1,807,1300156,198,4,3,4,18,4,77,1,355,4,18,0,4,18,0,0
07C92260,5,238,231,20,231,192,231,4,3,50,60,1,5,0,11,1,1702,5,0,809,0,0,0,1300192,198,5,3,0,1,4,37,0,1,0,1,0,0,1,0,0
