ID_int {9},TaskType {1},enemyID1 {2},count1 {1},enemyID2 {2},count2 {1},enemyID3 {2},count3 {1},enemyID4 {2},count4 {1},GimmickType1 {1},MatchingID1 {3},GimmickType2 {1},MatchingID2 {3},GimmickType3 {1},MatchingID3 {3},GimmickType4 {1},MatchingID4 {3},PartsEneID1 {2},PartsName1 {7},PartsCount1 {1},PartsEneID2 {2},PartsName2 {7},PartsCount2 {1},PartsEneID3 {2},PartsName3 {7},PartsCount3 {1},PartsEneID4 {2},PartsName4 {7},PartsCount4 {1},Navi_Type {1},Navi_Title {2}
<1BB483B6>,0,1158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<8902FF09>,1,0,0,0,0,0,0,0,0,0,2076021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,7,5
<8D92DD88>,0,1159,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4B9C30FC>,0,1160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<973171BB>,0,1161,1,1162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B1A5B090>,1,0,0,0,0,0,0,0,0,0,2078011,0,2078012,0,2078013,0,2078014,0,,0,0,,0,0,,0,0,,0,7,5
<7195E3E4>,0,1603,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<A6FE4BF8>,0,1371,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7EFAAD6E>,0,1372,2,1373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<43553226>,0,1374,1,1375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CDAD3280>,0,1165,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B692FD64>,0,1163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CA5334C9>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,head,1,0,,0,0,,0,0,,0,0,0
<BEAC0321>,0,1456,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<0BDA0529>,0,1457,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<C2EA41DB>,0,1458,1,1459,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<3425E6FE>,0,1376,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<30AD41BA>,0,1377,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<3CE45D58>,0,1378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<A957E6CD>,0,1604,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F630880C>,0,1605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2BC5CBDF>,1,0,0,0,0,0,0,0,0,2,2083031,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<89006660>,0,1606,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F8EE947E>,0,1379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<81B09722>,0,1380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<10525781>,0,1381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<48F157B5>,0,1460,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<BBB239ED>,0,1461,1,1462,1,1463,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<88279161>,0,1281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<63419C7F>,0,1382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<507DE9FF>,0,1383,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<AB45DC91>,0,1384,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F53D98E1>,1,0,0,0,0,0,0,0,0,2,2087021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<685BB495>,0,1167,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4317FF62>,0,1168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7C7A596C>,0,1170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<1A976683>,0,1171,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D49C2B5B>,0,1607,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CC6A75A7>,0,1609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<46520558>,0,1283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<5D3837A1>,0,1284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<380C6CC0>,0,1285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<C5E835CB>,0,1286,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<256E50F2>,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,1,1
<F2E3D54D>,0,1467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<31FAB757>,0,1172,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<8558B680>,0,1173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<68D7B5A0>,0,1174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<ACE92086>,1,0,0,0,0,0,0,0,0,2,2093021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<E5DD5285>,0,1611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<42654791>,0,1385,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<576CA8BC>,0,1386,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E7471CE2>,0,1387,1,1388,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D1A27A65>,0,1389,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<16ADC61F>,0,1390,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<51496B72>,0,1391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4CB553F5>,0,1175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<963AEBDD>,0,1176,1,1177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B4E6CBC7>,0,1178,1,1179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<94885BFE>,1,0,0,0,0,0,0,0,0,2,2098011,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<7C58BA44>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,Horn,1,0,,0,0,,0,0,,0,10,17
<990FAA80>,0,1613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D989B884>,0,1392,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<396D3133>,0,1393,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<931B3CC6>,0,1394,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<22BD6093>,0,1289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9BA69B53>,0,1288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<659FA9D2>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,lantern,1,0,,0,0,,0,0,,0,0,0
<8DFCA7D8>,0,1472,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<AB27FB34>,0,1473,1,1474,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E6613A24>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,tail,1,0,,0,0,,0,0,,0,0,0
<57EF96FF>,0,1290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<91D970DB>,0,1614,1,1615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7476FF7B>,0,1616,1,1617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<23820C73>,0,1618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<67D9F695>,0,1291,1,1292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<007BB7D3>,0,1475,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<ACFAE8B6>,0,1476,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<448B749D>,0,1477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B6CC9AB4>,0,1180,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<74831545>,0,1181,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<ABB57188>,0,1619,1,1620,1,1621,1,1622,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,2,2
<60F85165>,0,1623,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<810A028A>,0,1624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<15FB14EC>,0,1395,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7853A7A9>,0,1396,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<AA3FB56A>,0,1182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<39DDE72E>,0,1183,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<86435F3A>,0,1184,1,1185,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<BF08CBA3>,0,1478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<14AC179D>,1,0,0,0,0,0,0,0,0,2,2112021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<A9E4BB10>,0,1397,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<805BD97F>,0,1398,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D8D33B44>,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,1,1
<EFE4523B>,0,1485,1,1486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<3614B29E>,0,4070,2,1483,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7A1761F4>,0,1487,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<AFE46AFD>,1,0,0,0,0,0,0,0,0,2,2115011,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<776DE599>,0,1626,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<6EF44CA0>,0,1627,1,1628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<16CEB593>,0,1488,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,1,1
<701BC0B4>,0,1488,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,1,1
<D079A8C4>,0,1489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D25ED1AF>,0,1490,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<1A16EE36>,0,1186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E3F23294>,0,1293,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<AE1B4D63>,0,1294,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CBF1DB17>,1,0,0,0,0,0,0,0,0,2,2118031,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<F0E8D249>,0,1295,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<C33A77AD>,0,1296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<3A9E343A>,0,1296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<86D7B593>,0,1297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9400ED75>,0,1188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<DBD7BDBB>,0,1189,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7B85F6C2>,0,1190,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<27BA06CC>,1,0,0,0,0,0,0,0,0,2,2120021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<FA5BF76E>,0,1399,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<25F9BC43>,0,1400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<EA4F4BE8>,0,1401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<246EE052>,0,1629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B6E3606B>,0,1630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<287E0C12>,0,1631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<0CDB8FBB>,0,1632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<426CD041>,0,1633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<20D0F0F9>,0,1298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<8759265E>,0,1491,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9C15BDB9>,0,888,2,1492,1,1493,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<ED00CC13>,0,1191,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<BC9A04AD>,0,1192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2C394FDA>,0,1194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F4451BA1>,0,1634,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2E0376AD>,0,1637,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<42396997>,0,1635,2,1636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<1F0F1627>,0,1303,1,1301,1,1302,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<5FAB10B4>,0,1304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D52EBFFA>,0,1402,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<273D1D1D>,0,1403,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E59DB85B>,0,1404,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<53807417>,1,0,0,0,0,0,0,0,0,2,2128021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<DFE5405B>,0,1496,2,1497,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7D7AF07E>,0,1498,2,1499,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<164DFCB7>,0,1494,1,1495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<825AA2CF>,1,0,0,0,0,0,0,0,0,2,2129021,2,2129022,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<9E40E720>,1,0,0,0,0,0,0,0,0,2,2130011,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<47AB0079>,0,1500,1,1501,1,1506,1,1507,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,2,2
<F705F17C>,0,1502,1,1503,1,1508,1,1509,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,2,2
<915977AA>,0,1504,1,1505,1,1510,1,1509,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,2,2
<2C73CBA3>,0,1405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7EC87F5A>,0,1406,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<50A48DC1>,0,1407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<CB275E66>,1,0,0,0,0,0,0,0,0,2,2131021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<D1931689>,0,1195,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<6B0ADB26>,0,1196,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<0CA5BAB7>,0,1198,2,1199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E70AF891>,0,1638,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<058460CD>,1,0,0,0,0,0,0,0,0,1,2133021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,8,6
<EE60BACD>,0,1639,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F7F1CB9E>,1,0,0,0,0,0,0,0,0,1,2133041,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,8,6
<07B80C66>,0,1640,1,1641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<523EE84B>,1,0,0,0,0,0,0,0,0,1,2133061,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,8,6
<DE19E020>,0,1642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<39A70644>,1,0,0,0,0,0,0,0,0,2,2133022,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<A9CA288B>,0,1512,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<5CE16B24>,0,1513,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<56CFA7F1>,0,1514,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<0169E8AE>,0,1515,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<B7D3A7FE>,0,1306,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<AFB61A5E>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,tail,1,0,,0,0,,0,0,,0,10,20
<C14974B4>,1,0,0,0,0,0,0,0,0,0,2135011,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<B03A08A9>,0,1643,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<2CA9F076>,1,0,0,0,0,0,0,0,0,0,2136021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,9,7
<F4406589>,0,1644,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D12E30B5>,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<5FB3C644>,0,1201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<5E3A542B>,0,1645,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<BE8CABD8>,0,1648,1,1646,1,1647,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<229F46B0>,0,1307,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<C2E0BF54>,0,1308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<C0DF9A56>,0,1205,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<7B0BDDC4>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,head,1,0,,0,0,,0,0,,0,10,21
<DA5624B9>,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,arm_L,1,0,,0,0,,0,0,,0,0,0
<A21D964C>,0,1207,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<9F57C578>,0,1208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<35C55080>,0,1209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<32419FA2>,0,1210,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<6ED1CF4E>,0,1211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<34F82F80>,0,1212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F6AC8F4F>,0,1213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<4B049321>,0,1214,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<514F53E9>,0,1408,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<144DCE5B>,0,1409,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<D0383F93>,0,1410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<E635BA5D>,0,1649,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<46B0D7BD>,0,1650,2,1651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E394AA35>,0,1516,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<6C451A1A>,0,1516,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<E97B2DC4>,0,1518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<A68EE9FB>,1,0,0,0,0,0,0,0,0,2,2146021,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0
<CFC0E1C4>,0,1411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<357652FB>,0,1413,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
<F2C12C20>,0,1414,2,1415,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,3,3
