QuestType {1},title {2},reward {2},limit_time {1},summary {2},task {2},PurposeTxt {2},number {1},respawn {1},LvMin {1},LvMax {1},inner_only {1},start_hour {1},start_minutes {1},weather {1},wtr_continue {1},custom_zone {2},zone_id {1},multi_quest_flg {2},formationID {2},AcceptCond {2},BtlLockType {1},LodID {3},MatchingID {3},unionID {2},Difficulty {1},Caption {2},Title_replace_ms {1},Title_replace_id {2},Summary_replace_ms1 {1},Summary_replace_id1 {2},Summary_replace_ms2 {1},Summary_replace_id2 {2},Summary_replace_ms3 {1},Summary_replace_id3 {2},StatsID {2},Purpose_replace_ms1 {1},Purpose_replace_id1 {2},Purpose_replace_ms2 {1},Purpose_replace_id2 {2}
1,168,161,17,161,161,161,4,3,51,60,1,19,0,11,1,2002,6,0,778,0,2,0,1300161,194,0,0,0,1,4,29,0,1,0,1,0,4,15,0,0
1,169,162,17,162,162,162,4,3,28,38,1,7,0,14,1,2002,6,0,779,0,2,0,1300162,194,0,0,0,1,3,26,1,294,0,1,0,4,17,0,0
1,170,163,12,163,163,163,4,3,38,48,1,17,0,3,1,2202,7,0,780,0,2,0,1300163,194,0,0,0,1,4,63,4,61,4,61,0,4,61,0,0
1,171,164,12,164,164,164,4,3,51,60,1,17,0,1,1,1702,5,0,781,0,2,0,1300164,194,0,0,0,1,4,60,1,190,0,1,0,4,60,0,0
1,172,165,21,165,165,165,4,3,22,32,1,7,0,1,1,2002,6,0,782,0,2,0,1300165,194,0,0,0,1,4,80,1,295,0,1,0,0,1,0,0
1,173,166,17,166,166,166,4,3,30,40,0,5,0,5,1,1602,4,0,783,0,2,0,1300166,194,0,0,0,1,1,31,4,61,4,61,0,4,61,0,0
1,174,167,17,167,167,167,4,3,41,51,1,0,0,16,1,1502,2,0,784,0,2,0,1300167,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,175,168,17,168,168,168,4,3,47,57,1,7,0,3,1,2202,7,0,785,0,2,0,1300168,194,0,0,0,1,1,355,4,49,0,1,0,5,62,0,0
1,176,169,17,169,169,169,4,3,53,60,1,0,0,16,1,1702,5,0,786,0,2,0,1300169,194,0,0,0,1,1,190,0,1,0,1,0,0,1,0,0
1,177,170,17,170,170,170,4,3,30,40,1,17,0,15,1,2202,7,0,787,0,2,0,1300170,194,0,0,0,1,4,61,4,55,4,55,0,4,55,0,0
1,178,171,17,171,171,171,4,3,47,57,1,19,0,3,1,2002,6,0,788,0,2,0,1300171,194,0,0,0,1,1,282,1,309,0,1,0,4,17,0,0
1,179,172,12,172,172,172,4,3,29,39,1,19,0,9,1,1702,5,0,789,0,2,0,1300172,194,0,0,0,1,1,230,4,66,0,1,0,4,20,0,0
1,180,173,17,173,173,173,4,3,37,47,1,19,0,13,1,1602,4,0,790,0,2,0,1300173,194,0,0,0,1,4,25,0,1,0,1,0,4,25,0,0
1,181,174,12,174,174,174,4,3,46,56,1,17,0,5,1,1702,5,0,791,0,2,0,1300174,194,0,0,0,1,4,40,4,75,0,1,0,4,75,0,0
1,182,175,17,175,175,175,4,3,55,60,1,12,0,11,1,2002,6,0,792,0,2,0,1300175,194,0,0,4,88,4,18,4,88,0,1,0,4,88,0,0
1,183,176,17,176,176,176,4,3,58,60,1,0,0,14,1,2002,6,0,793,0,2,0,1300176,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,184,177,17,177,177,177,4,3,29,39,1,0,0,7,1,1502,2,0,794,0,2,0,1300177,194,0,0,0,1,4,66,1,459,0,1,0,0,1,0,0
1,185,178,17,178,178,178,4,3,46,56,1,0,0,13,1,1602,4,0,795,0,2,0,1300178,194,0,0,0,1,1,1,4,61,0,1,0,4,61,0,0
1,186,179,17,179,179,179,4,3,32,42,1,7,0,1,1,2002,6,0,796,0,2,0,1300179,194,0,0,0,1,4,26,0,1,0,1,0,4,26,0,0
1,187,180,17,180,180,180,4,3,35,45,1,12,0,10,1,1502,2,0,797,0,2,0,1300180,194,0,0,0,1,1,459,4,60,0,1,0,0,1,0,0
1,188,181,17,181,181,181,4,3,49,60,1,12,0,1,1,1602,4,0,798,0,2,0,1300181,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,189,182,17,182,182,182,4,3,57,60,1,5,0,3,1,2202,7,0,799,0,2,0,1300182,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1,190,183,12,183,183,183,4,3,58,60,0,5,0,14,1,2002,6,0,800,0,1,623,1300183,194,0,0,0,1,4,84,1,321,0,1,0,4,84,0,0
1,191,184,12,184,184,184,4,3,32,44,1,12,0,11,1,2002,6,0,801,0,1,623,1300184,194,0,0,4,17,4,26,0,1,0,1,0,0,1,0,0
1,192,185,17,185,185,185,4,3,49,60,1,19,0,10,1,1602,4,0,802,0,2,0,1300185,194,0,0,0,1,0,1,0,1,0,1,0,4,10,0,0
1,193,186,12,186,186,186,4,3,58,60,1,12,0,9,1,1702,5,0,803,0,2,0,1300186,194,0,0,0,1,3,75,4,47,0,1,0,4,47,0,0
1,194,187,17,187,187,187,4,3,60,60,1,7,0,4,1,1602,4,0,804,0,2,0,1300187,194,0,0,0,1,1,1,0,1,0,1,0,4,25,0,0
1,195,188,17,188,188,188,4,3,60,60,1,7,0,1,1,2002,6,0,805,0,2,0,1300188,194,0,0,0,1,4,53,1,314,4,26,0,4,26,0,0
1,196,189,12,189,189,189,4,3,60,60,1,7,0,8,1,1702,5,0,806,0,2,0,1300189,194,0,0,0,1,4,70,0,1,0,1,0,0,1,0,0
1,197,190,100,190,190,190,4,3,60,60,0,19,0,3,1,2202,7,0,807,0,2,0,1300190,194,0,0,0,1,4,29,4,18,0,1,0,4,18,0,0
1,198,191,17,191,191,191,4,3,60,60,0,12,0,14,1,2002,6,0,808,0,2,0,1300191,194,0,0,0,1,1,301,0,1,0,1,0,0,1,0,0
1,199,192,17,192,192,192,4,3,60,60,1,5,0,11,1,1702,5,0,809,0,2,0,1300192,194,0,0,0,1,4,37,0,1,0,1,0,0,1,0,0
1,200,193,12,193,193,193,4,3,60,60,1,12,0,5,1,1502,2,0,810,0,2,0,1300193,194,0,0,0,1,1,459,4,70,0,1,0,4,70,0,0
1,201,194,17,194,194,194,4,3,60,60,0,17,0,11,1,2002,6,0,811,0,2,0,1300194,194,0,0,0,1,4,26,4,99,0,1,0,4,99,0,0
1,202,195,100,195,195,195,4,3,60,60,1,19,0,12,1,2202,7,0,812,0,1,806,1300195,194,0,0,0,1,1,355,0,1,0,1,0,0,1,0,0
1,203,196,17,196,196,196,4,3,60,60,1,17,0,7,1,1502,2,0,813,0,2,0,1300196,194,0,0,4,95,1,459,4,95,4,95,0,4,95,0,0
1,204,197,17,197,197,197,4,3,60,60,0,0,0,13,1,1602,4,0,814,0,2,0,1300197,194,0,0,4,83,4,98,4,83,4,83,0,4,83,0,0
1,205,198,100,198,198,198,4,3,60,60,1,19,0,17,1,2202,7,0,815,0,1,805,1300198,194,0,0,0,1,1,355,4,16,0,1,0,0,1,0,0
1,206,199,21,199,199,199,4,3,60,60,0,7,0,3,1,2002,6,0,816,0,2,0,1300199,194,0,0,4,88,1,282,4,88,0,1,0,4,88,0,0
1,207,200,17,200,200,200,4,3,60,60,1,5,0,14,1,2002,6,0,817,0,2,0,1300200,194,0,0,0,1,4,98,4,99,1,282,0,4,30,0,0
3,208,201,8,201,201,201,4,3,1,35,1,15,0,10,1,1602,4,0,828,5726,2,0,1301201,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
3,208,201,8,201,201,201,4,3,1,35,1,0,0,13,1,1602,4,0,828,5726,2,0,1301201,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
3,209,202,8,202,202,202,4,3,1,60,1,15,0,1,1,1602,4,0,829,0,2,0,1301202,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
3,209,202,8,202,202,202,4,3,1,60,1,10,0,4,1,1602,4,0,829,0,2,0,1301202,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
3,209,202,8,202,202,202,4,3,1,60,1,19,0,1,1,1602,4,0,829,0,2,0,1301202,194,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
4,210,203,8,203,203,203,4,3,1,60,1,4,0,1,0,2002,6,0,858,5728,2,0,1302201,194,0,0,0,1,4,89,0,1,0,1,0,0,1,0,0
2,211,204,15,204,204,204,4,3,20,25,0,10,0,10,1,1602,4,0,838,5538,2,0,1303201,194,0,0,0,1,0,1,0,1,0,1,772,0,26,0,0
2,212,205,15,205,205,205,4,3,30,35,0,20,0,18,1,1702,5,0,839,5539,2,0,1303202,194,0,0,0,1,4,75,0,1,0,1,773,4,75,0,0
2,213,206,15,206,206,206,4,3,35,40,0,18,0,7,1,1502,2,0,840,5540,2,0,1303203,194,0,0,0,1,0,1,0,1,0,1,774,0,27,0,28
2,214,207,15,207,207,207,4,3,40,45,0,0,0,17,1,2202,7,0,841,5541,2,0,1303204,194,0,0,0,1,0,1,0,1,0,1,775,4,5,4,14
2,215,208,15,208,208,208,4,3,50,55,0,5,0,11,1,2002,6,0,842,5542,2,0,1303205,194,0,0,0,1,0,1,0,1,0,1,776,4,22,0,0
2,219,211,15,212,211,212,4,3,50,55,0,15,0,3,1,2202,7,0,845,5543,2,0,1303208,194,0,0,0,1,0,1,0,1,0,1,780,4,21,0,0
2,220,210,15,213,210,213,4,3,55,60,0,15,0,1,1,1502,2,0,844,424,2,0,1303207,194,0,0,0,1,0,1,0,1,0,1,781,4,4,0,0
2,216,209,15,209,209,209,4,3,55,60,0,2,0,14,1,2002,6,0,843,5543,2,0,1303206,194,0,0,0,1,4,2,0,1,0,1,777,4,2,0,0
2,219,212,15,212,212,212,4,3,1,60,1,15,0,1,1,2202,7,0,846,0,2,0,1303209,194,0,0,0,1,0,1,0,1,0,1,780,4,21,0,0
2,220,213,15,213,213,213,4,3,1,60,1,15,0,1,1,1502,2,0,847,0,2,0,1303210,194,0,0,0,1,0,1,0,1,0,1,781,4,4,0,0
5,221,214,20,214,138,214,4,3,1,10,1,7,0,3,1,2202,7,0,755,5892,0,0,1300138,194,0,1,4,69,1,355,4,69,4,69,0,4,69,0,0
5,222,215,20,215,153,215,4,3,10,20,1,7,0,3,1,2002,6,0,770,5892,0,0,1300153,194,1,1,0,1,0,1,0,1,0,1,0,4,24,0,0
5,223,216,20,216,144,216,4,3,20,30,1,19,0,9,1,1702,5,0,761,5892,0,0,1300144,194,2,1,0,1,4,81,0,1,0,1,0,0,1,0,0
5,224,217,20,217,142,217,4,3,30,40,1,19,0,5,1,1502,2,0,759,5892,0,0,1300142,194,3,1,0,1,0,1,0,1,0,1,0,0,1,0,0
5,225,218,20,218,139,218,4,3,40,50,1,7,0,4,1,1602,4,0,756,5892,0,0,1300139,194,4,1,0,1,3,130,4,83,1,1,0,4,83,0,0
5,226,219,20,219,145,219,4,3,50,60,1,5,0,3,1,2202,7,0,762,5892,0,0,1300145,194,5,1,0,1,4,43,1,355,0,1,0,4,43,0,0
5,231,220,20,224,152,224,4,3,1,10,1,12,0,3,1,2202,7,0,769,5893,0,0,1300152,194,0,2,0,1,0,1,0,1,0,1,0,5,60,0,0
5,228,221,20,221,143,221,4,3,10,20,1,19,0,5,1,1502,2,0,760,5893,0,0,1300143,194,1,2,0,1,1,99,1,459,0,1,0,4,93,0,0
5,229,222,20,222,147,222,4,3,20,30,1,12,0,5,1,1702,5,0,764,5893,0,0,1300147,194,2,2,0,1,1,190,0,1,0,1,0,4,23,0,0
5,230,223,20,223,151,223,4,3,30,40,1,12,0,10,1,1602,4,0,768,5893,0,0,1300151,194,3,2,0,1,4,95,4,34,4,98,0,4,95,0,0
5,227,224,20,220,188,220,4,3,40,50,1,7,0,1,1,2002,6,0,805,5893,0,0,1300188,194,4,2,0,1,4,53,1,314,4,26,0,4,26,0,0
5,232,225,20,225,191,225,4,3,50,60,1,12,0,14,1,2002,6,0,808,5893,0,0,1300191,194,5,2,0,1,1,301,0,1,0,1,0,0,1,0,0
5,233,226,20,226,196,226,4,3,1,10,1,17,0,7,1,1502,2,0,813,5894,0,0,1300196,194,0,3,4,95,1,459,4,95,4,95,0,4,95,0,0
5,234,227,20,227,187,227,4,3,10,20,1,7,0,4,1,1602,4,0,804,5894,0,0,1300187,194,1,3,0,1,1,1,0,1,0,1,0,4,25,0,0
5,235,228,20,228,154,228,4,3,20,30,1,12,0,8,1,1702,5,0,771,5894,0,0,1300154,194,2,3,0,1,1,200,4,60,4,68,0,4,60,0,0
5,236,229,20,229,200,229,4,3,30,40,1,5,0,14,1,2002,6,0,817,5894,0,0,1300200,194,3,3,0,1,4,98,4,99,1,282,0,4,30,0,0
5,237,230,20,230,156,230,4,3,40,50,1,0,0,12,1,2202,7,0,773,5894,1,807,1300156,194,4,3,4,18,4,77,1,355,4,18,0,4,18,0,0
5,238,231,20,231,192,231,4,3,50,60,1,5,0,11,1,1702,5,0,809,5894,0,0,1300192,194,5,3,0,1,4,37,0,1,0,1,0,0,1,0,0
