resource {2},Action {7},PathMot {7},PathChr {7},Effect {7},ClipEvent {7},CES_EFFECT {7},CES_SOUND {7},SND_PACK {7},SeEnv {2},ProxyID {2},unionID {7},family {1},sex {1},age {2},job1 {2},job2 {2},job3 {2},job4 {2},outline1 {2},outline2 {2},outline3 {2},outline4 {2},outline5 {2},outline6 {2},outline7 {2},group {2},UI {2},NPCType {1},name {2},TypeFamily {1},UnionSet {1},facial {2},Flag [talk] {1},Flag [map] {1}
131,np0111,np211020,np211001,,np221000,effect_np221000,sound_np221000,se_np211001,7,116,uni0192,1,1,35,149,0,0,0,716,717,0,0,0,0,0,1301,1856,2,119,0,8,1,1,1
132,np0111,np012010,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0201,1,2,30,150,0,0,0,718,719,720,0,0,0,0,3304,1671,2,120,0,0,1,1,1
133,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0202,1,2,20,151,0,0,0,721,722,723,0,0,0,0,1301,1672,3,121,0,3,1,1,1
134,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0203,1,2,19,152,0,0,0,724,0,0,0,0,0,0,2303,1673,2,122,0,0,1,1,1
135,np0111,np212004,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0204,1,2,20,153,0,0,0,725,726,0,0,0,0,0,4206,1674,3,123,0,1,1,1,1
136,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0205,1,2,28,154,0,0,0,727,728,0,0,0,0,0,2303,1675,2,124,0,0,1,1,1
137,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni0206,1,2,33,155,0,0,0,729,730,0,0,0,0,0,3104,1676,2,125,0,0,1,1,1
138,np0111,np212006,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0207,1,2,20,156,0,0,0,731,732,0,0,0,0,0,1106,1677,3,126,0,3,1,1,1
139,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0208,1,2,22,157,0,0,0,733,734,0,0,0,0,0,3204,1678,2,127,0,6,1,1,1
140,np0111,np012003,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0209,1,2,23,158,0,0,0,735,736,737,0,0,0,0,1304,1679,3,128,0,0,1,1,1
141,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0211,1,2,19,159,0,0,0,738,0,0,0,0,0,0,4004,1680,3,129,0,5,1,1,1
558,np0111,np012006,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0212,1,2,21,160,0,0,0,739,0,0,0,0,0,0,1302,1681,3,130,0,0,1,1,1
142,np0111,np212002,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0213,1,2,22,161,0,0,0,740,741,742,0,0,0,0,3102,1682,3,131,0,2,1,1,1
143,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni0214,1,2,27,162,0,0,0,743,744,0,0,0,0,0,4101,1683,3,132,0,0,1,1,1
144,np0111,np212003,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0215,1,2,24,163,0,0,0,745,746,0,0,0,0,0,2105,1684,3,133,0,8,1,1,1
145,np0111,np212002,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0216,1,2,22,164,0,0,0,747,748,0,0,0,0,0,1106,1685,3,134,0,3,1,1,1
146,np0111,np012004,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0217,1,2,27,165,0,0,0,749,750,751,0,0,0,0,3208,1686,3,135,0,0,1,1,1
147,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0218,1,2,26,166,0,0,0,752,753,0,0,0,0,0,2109,1687,3,136,0,6,1,1,1
148,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0219,1,2,23,167,0,0,0,754,0,0,0,0,0,0,3307,1688,3,137,0,0,1,1,1
149,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0221,1,2,38,168,0,0,0,755,756,0,0,0,0,0,3105,1689,3,138,0,0,1,1,1
150,np0111,np012006,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0222,1,2,28,169,0,0,0,757,758,0,0,0,0,0,1202,1690,2,139,0,0,1,1,1
151,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0223,1,2,30,170,0,0,0,759,760,0,0,0,0,0,2109,1691,2,140,0,0,1,1,1
152,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0224,1,2,25,171,172,0,0,761,762,0,0,0,0,0,3307,1692,2,141,0,0,1,1,1
153,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0225,1,2,43,173,0,0,0,763,764,765,0,0,0,0,1107,1693,2,142,0,1,1,1,1
154,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0226,1,2,43,174,0,0,0,766,767,0,0,0,0,0,4103,1694,3,143,0,0,1,1,1
155,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0227,1,2,22,175,0,0,0,768,769,770,0,0,0,0,1304,1695,3,144,0,0,1,1,1
156,np0111,np011002,np011001,,np011001,effect_np011001,sound_np011001,,9,119,uni0228,1,1,29,176,0,0,0,771,772,0,0,0,0,0,3302,1696,2,145,0,0,1,1,1
157,np0111,np212008,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0229,1,2,29,177,0,0,0,773,774,775,0,0,0,0,2105,1697,3,146,0,6,1,1,1
158,np0111,np212006,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0230,1,2,26,178,0,0,0,776,0,0,0,0,0,0,2106,1698,3,147,0,5,1,1,1
159,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0231,1,2,34,179,0,0,0,777,778,0,0,0,0,0,1104,1699,2,148,0,0,1,1,1
160,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni0232,1,2,27,180,0,0,0,779,780,0,0,0,0,0,3304,1700,2,149,0,0,1,1,1
161,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0233,1,2,22,181,0,0,0,781,0,0,0,0,0,0,1010,1701,3,150,0,0,1,1,1
162,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni0234,1,2,53,182,0,0,0,782,783,0,0,0,0,0,3102,1702,3,151,0,0,1,1,1
163,np0111,np012002,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0235,1,2,28,183,0,0,0,784,0,0,0,0,0,0,2107,1703,3,152,0,0,1,1,1
164,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0236,1,2,26,184,0,0,0,785,0,0,0,0,0,0,1305,1704,3,153,0,0,1,1,1
165,np0111,np012002,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni0237,1,2,22,185,0,0,0,786,0,0,0,0,0,0,3206,1705,3,154,0,0,1,1,1
166,np0111,np012004,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0240,1,2,46,188,0,0,0,789,0,0,0,0,0,0,3306,1708,3,157,0,0,1,1,1
167,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0241,1,2,30,189,0,0,0,790,0,0,0,0,0,0,3306,1709,3,158,0,0,1,1,1
168,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0242,1,2,37,190,0,0,0,791,0,0,0,0,0,0,3105,1710,3,159,0,0,1,1,1
169,np0111,np012006,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0243,1,2,58,191,0,0,0,792,793,0,0,0,0,0,2102,1711,3,160,0,0,1,1,1
170,np0111,np012003,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0244,1,2,28,192,193,0,0,794,795,0,0,0,0,0,4103,1712,3,161,0,0,1,1,1
171,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0245,1,2,27,194,0,0,0,796,0,0,0,0,0,0,4001,1713,3,162,0,0,1,1,1
172,np0111,np012002,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0246,1,2,21,195,0,0,0,797,0,0,0,0,0,0,2102,1714,3,163,0,0,1,1,1
173,np0111,np012004,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,120,uni0247,1,2,41,196,0,0,0,798,0,0,0,0,0,0,2001,1715,3,164,0,0,1,1,1
174,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0248,1,2,37,197,0,0,0,799,800,0,0,0,0,0,3206,1716,3,165,0,0,1,1,1
175,np0111,np012004,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0249,1,2,30,198,0,0,0,801,0,0,0,0,0,0,3306,1717,2,166,0,0,1,1,1
176,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0250,1,2,23,199,0,0,0,802,803,804,0,0,0,0,4302,1718,3,167,0,5,1,1,1
146,np0111,np012003,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0251,16,3,65535,200,0,0,0,805,806,0,0,0,0,0,3208,1992,3,168,0,0,1,1,1
177,np0111,np212003,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0252,1,2,36,201,0,0,0,807,0,0,0,0,0,0,1203,1719,3,169,0,4,1,1,1
178,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0253,1,2,28,202,0,0,0,808,0,0,0,0,0,0,3202,1720,2,170,0,0,1,1,1
179,np0111,np212007,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0254,1,2,22,203,0,0,0,809,0,0,0,0,0,0,2301,1721,3,171,0,1,1,1,1
180,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0255,1,2,33,204,0,0,0,810,0,0,0,0,0,0,4201,1722,3,172,0,2,1,1,1
181,np0111,np012010,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0256,1,2,44,205,0,0,0,812,813,0,0,0,0,0,4201,1723,3,173,0,0,1,1,1
182,np0111,np212005,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0257,1,2,26,206,0,0,0,814,815,0,0,0,0,0,4101,1724,3,174,0,7,1,1,1
183,np0111,np212009,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0258,1,2,28,207,0,0,0,816,817,0,0,0,0,0,3301,1725,3,175,0,6,1,1,1
184,np0111,np012002,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0259,11,2,65535,208,0,0,0,818,0,0,0,0,0,0,1302,1726,3,176,0,0,1,1,1
185,np0111,np012006,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0260,11,2,65535,209,0,0,0,819,0,0,0,0,0,0,1302,1727,3,177,0,0,1,1,1
186,np0111,np012001,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0261,1,2,23,210,0,0,0,820,0,0,0,0,0,0,4102,1880,3,178,0,0,1,1,1
187,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0262,1,2,20,211,212,0,0,821,822,823,0,0,0,0,4302,1910,3,179,0,8,1,1,1
188,np0111,np212001,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0263,1,2,27,213,0,0,0,824,0,0,0,0,0,0,1201,1912,3,180,0,2,1,1,1
189,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0264,1,2,28,214,0,0,0,825,0,0,0,0,0,0,1103,1847,3,181,0,0,1,1,1
190,np0111,np012002,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,118,uni0265,1,2,26,215,216,0,0,826,827,0,0,0,0,0,4303,1848,3,182,0,0,1,1,1
191,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0266,1,2,23,217,0,0,0,828,0,0,0,0,0,0,3210,1849,3,183,0,0,1,1,1
192,np0111,np212009,np212001,,np221000,effect_np221000,sound_np221000,,7,119,uni0267,1,2,47,218,0,0,0,829,0,0,0,0,0,0,0,1941,3,184,0,0,1,1,1
193,np0111,np012005,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,119,uni0269,1,2,33,220,0,0,0,831,0,0,0,0,0,0,1010,1942,3,186,0,0,1,1,1
194,np0111,np012004,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,118,uni0270,1,2,22,221,0,0,0,832,0,0,0,0,0,0,3103,1943,3,187,0,0,1,1,1
195,np0111,np212003,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0271,1,2,22,222,0,0,0,833,834,0,0,0,0,0,1301,1944,3,188,0,8,1,1,1
196,np0111,np212008,np212001,,np221000,effect_np221000,sound_np221000,,7,118,uni0272,1,2,29,223,0,0,0,835,0,0,0,0,0,0,2209,1945,2,189,0,5,1,1,1
197,np0111,np012004,np012001,,np012001,effect_np012001,sound_np012001,se_np012001,9,118,uni0273,1,2,22,221,0,0,0,832,0,0,0,0,0,0,3103,1946,3,190,0,0,1,1,1
198,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0301,2,1,25,224,0,0,0,836,837,838,0,0,0,0,3206,1728,2,191,0,8,1,1,1
199,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0302,2,1,43,225,0,0,0,839,840,841,0,0,0,0,2303,1729,3,192,0,0,1,1,1
200,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0303,2,1,20,226,0,0,0,842,843,0,0,0,0,0,1308,1730,2,193,0,0,1,1,1
201,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0304,2,1,18,227,0,0,0,844,845,846,0,0,0,0,2303,1731,3,194,0,0,1,1,1
202,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,123,uni0305,2,1,42,228,229,0,0,847,848,849,0,0,0,0,3208,1732,3,195,0,0,1,1,1
203,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0306,2,1,29,230,0,0,0,850,851,852,0,0,0,0,3208,1733,2,196,0,0,1,1,1
204,np0111,np021002,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0307,2,1,30,231,0,0,0,853,0,0,0,0,0,0,4103,1734,3,197,0,0,1,1,1
205,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0308,2,1,32,232,0,0,0,855,856,857,0,0,0,0,3205,1735,2,198,0,0,1,1,1
206,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0309,2,1,35,233,0,0,0,858,0,0,0,0,0,0,2109,1736,3,199,0,0,1,1,1
207,np0111,np021005,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,123,uni0311,2,1,27,234,235,0,0,859,860,0,0,0,0,0,4304,1737,3,200,0,0,1,1,1
208,np0111,np021002,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,123,uni0312,2,1,45,236,0,0,0,861,0,0,0,0,0,0,3205,1738,3,201,0,0,1,1,1
209,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0313,2,1,32,237,0,0,0,862,863,0,0,0,0,0,3206,1739,3,202,0,0,1,1,1
210,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0314,2,1,42,238,0,0,0,864,865,0,0,0,0,0,4203,1740,3,203,0,0,1,1,1
211,np0111,np021002,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0315,2,1,26,239,0,0,0,866,0,0,0,0,0,0,3102,1741,2,204,0,0,1,1,1
212,np0111,np021002,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0316,2,1,53,240,0,0,0,867,0,0,0,0,0,0,3105,1742,3,205,0,0,1,1,1
569,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0317,2,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,206,0,0,1,0,1
214,np0111,np021006,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0319,2,1,25,243,0,0,0,870,871,0,0,0,0,0,2301,1745,3,208,0,0,1,1,1
215,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0321,2,1,44,244,0,0,0,872,873,0,0,0,0,0,1205,1746,1,210,0,0,1,1,1
216,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0322,2,1,33,245,0,0,0,874,875,0,0,0,0,0,1205,1747,1,211,0,0,1,1,1
217,np0111,np021005,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,123,uni0323,2,1,22,246,0,0,0,876,877,0,0,0,0,0,1205,1748,1,212,0,0,1,1,1
218,np0111,np021003,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0324,2,1,32,247,0,0,0,878,0,0,0,0,0,0,2205,1749,3,213,0,0,1,1,1
219,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0325,2,1,38,248,0,0,0,879,0,0,0,0,0,0,4104,1947,3,214,0,0,1,1,1
220,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0326,2,1,24,249,0,0,0,880,0,0,0,0,0,0,4303,1948,3,215,0,0,1,1,1
221,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0327,2,1,26,250,0,0,0,881,0,0,0,0,0,0,3001,1949,3,216,0,0,1,1,1
222,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0328,2,1,41,251,252,253,0,882,883,884,0,0,0,0,3305,1950,3,217,0,0,1,1,1
223,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0351,2,2,33,254,0,0,0,885,0,0,0,0,0,0,3104,1750,3,218,0,0,1,1,1
224,np0111,np021006,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0352,2,2,20,255,0,0,0,886,887,0,0,0,0,0,3204,1751,3,219,0,0,1,1,1
225,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0353,2,2,34,256,0,0,0,888,889,890,0,0,0,0,2303,1752,3,220,0,0,1,1,1
226,np0111,np021005,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0354,2,2,20,257,0,0,0,891,0,0,0,0,0,0,4103,1753,3,221,0,0,1,1,1
227,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0355,2,2,28,258,0,0,0,892,0,0,0,0,0,0,4305,1754,3,222,0,0,1,1,1
228,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0356,2,2,33,259,0,0,0,893,894,0,0,0,0,0,2103,1755,3,223,0,0,1,1,1
229,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0357,2,2,25,260,261,0,0,895,896,0,0,0,0,0,3104,1756,3,224,0,0,1,1,1
230,np0111,np021002,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0358,2,2,55,262,0,0,0,897,0,0,0,0,0,0,3104,1757,3,225,0,0,1,1,1
231,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0359,2,2,22,263,264,0,0,898,899,0,0,0,0,0,3104,1758,3,226,0,0,1,1,1
232,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0360,2,2,22,265,0,0,0,900,901,0,0,0,0,0,3208,1759,3,227,0,0,1,1,1
233,np0111,np021003,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0361,2,2,26,266,0,0,0,902,903,0,0,0,0,0,3206,1760,3,228,0,0,1,1,1
234,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0362,2,2,27,267,0,0,0,904,0,0,0,0,0,0,1305,1761,3,229,0,0,1,1,1
235,np0111,np021002,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,121,uni0364,2,2,20,269,0,0,0,905,0,0,0,0,0,0,2102,1763,3,231,0,0,1,1,1
236,np0111,np021005,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0365,2,2,30,270,0,0,0,906,0,0,0,0,0,0,2001,1764,3,232,0,0,1,1,1
237,np0111,np021003,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0366,2,2,28,271,0,0,0,907,908,909,0,0,0,0,1202,1951,3,233,0,0,1,1,1
238,np0111,np021001,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,122,uni0367,2,2,20,272,0,0,0,910,0,0,0,0,0,0,3105,1952,3,234,0,0,1,1,1
239,np0111,np021004,np021001,,np021001,effect_np021001,sound_np021001,se_np021001,9,123,uni0368,2,2,29,273,0,0,0,911,0,0,0,0,0,0,3001,1953,3,235,0,0,1,1,1
240,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0401,3,1,68,274,0,0,0,912,913,0,0,0,0,0,4306,1765,3,236,0,0,1,1,1
241,np0111,np031003,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0402,3,1,25,275,0,0,0,914,915,0,0,0,0,0,1104,1766,3,237,0,0,1,1,1
242,np0111,np031003,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0403,3,1,23,276,0,0,0,916,0,0,0,0,0,0,1105,1767,3,238,0,0,1,1,1
243,np0111,np031003,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0404,3,1,24,277,0,0,0,917,0,0,0,0,0,0,1104,1768,3,239,0,0,1,1,1
244,np0111,np031003,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0405,3,1,23,278,0,0,0,918,919,0,0,0,0,0,4103,1769,3,240,0,0,1,1,1
245,np0111,np031002,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0407,3,1,46,280,0,0,0,921,0,0,0,0,0,0,4306,1771,3,242,0,0,1,1,1
246,np0111,np031002,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0408,3,1,43,281,0,0,0,922,0,0,0,0,0,0,3002,1772,2,243,0,0,1,1,1
247,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0409,3,1,31,282,0,0,0,923,924,925,0,0,0,0,4304,1773,2,244,0,0,1,1,1
248,np0111,np031003,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0410,3,1,50,283,0,0,0,926,0,0,0,0,0,0,1104,1774,2,245,0,0,1,1,1
249,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0411,3,1,19,284,285,0,0,927,928,929,0,0,0,0,3209,1775,3,246,0,0,1,1,1
250,np0111,np031002,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0412,3,1,27,286,0,0,0,930,0,0,0,0,0,0,2109,1776,3,247,0,0,1,1,1
251,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0413,3,1,69,287,0,0,0,931,0,0,0,0,0,0,1105,1777,2,248,0,0,1,1,1
252,np0111,np031002,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0414,3,1,20,288,0,0,0,932,933,934,0,0,0,0,4306,1778,3,249,0,0,1,1,1
253,np0111,np031002,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0415,3,1,24,289,0,0,0,935,936,0,0,0,0,0,4306,1779,3,250,0,0,1,1,1
254,np0111,np031002,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0416,3,1,36,290,0,0,0,937,0,0,0,0,0,0,3002,1780,3,251,0,0,1,1,1
255,np0111,np031002,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0418,3,1,21,292,0,0,0,939,0,0,0,0,0,0,1104,1782,3,253,0,0,1,1,1
256,np0111,np031003,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0419,3,1,40,293,0,0,0,940,941,0,0,0,0,0,1105,1783,3,254,0,0,1,1,1
257,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0420,3,1,40,294,0,0,0,942,0,0,0,0,0,0,3101,1784,2,255,0,0,1,1,1
258,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0422,3,1,28,296,0,0,0,944,0,0,0,0,0,0,3101,1786,3,257,0,0,1,1,1
575,np0111,np031001,np031002,,,,,,9,124,uni0423,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,258,0,0,1,0,1
576,np0111,np031003,np031002,,,,,,9,124,uni0424,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3,259,0,0,1,0,1
575,np0111,np031001,np031002,,np031001,effect_np031001,sound_np031001,,9,124,uni0426,3,1,19,300,0,0,0,948,0,0,0,0,0,0,4307,1992,3,261,0,0,1,1,1
259,np0111,np032002,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0451,3,2,20,301,302,0,0,949,950,0,0,0,0,0,4306,1791,3,262,0,0,1,1,1
260,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0452,3,2,24,303,0,0,0,951,952,0,0,0,0,0,4304,1792,3,263,0,0,1,1,1
261,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0453,3,2,22,304,0,0,0,953,0,0,0,0,0,0,4307,1793,3,264,0,0,1,1,1
262,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,127,uni0454,3,2,25,305,0,0,0,954,0,0,0,0,0,0,4306,1794,3,265,0,0,1,1,1
263,np0111,np032002,np032001,,np032001,effect_np032001,sound_np032001,,9,127,uni0455,3,2,18,306,0,0,0,955,0,0,0,0,0,0,4306,1795,3,266,0,0,1,1,1
264,np0111,np032002,np032001,,np032001,effect_np032001,sound_np032001,,9,127,uni0456,3,2,35,307,308,0,0,956,957,0,0,0,0,0,4002,1796,2,267,0,0,1,1,1
265,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,127,uni0457,3,2,29,309,0,0,0,958,0,0,0,0,0,0,4103,1797,3,268,0,0,1,1,1
266,np0111,np032002,np032001,,np032001,effect_np032001,sound_np032001,,9,127,uni0458,3,2,19,310,311,0,0,959,960,0,0,0,0,0,4306,1798,3,269,0,0,1,1,1
267,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,127,uni0459,3,2,40,312,0,0,0,961,0,0,0,0,0,0,4307,1799,2,270,0,0,1,1,1
268,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,127,uni0460,3,2,18,313,0,0,0,962,963,964,0,0,0,0,3101,1800,3,271,0,0,1,1,1
269,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0461,3,2,22,314,0,0,0,965,0,0,0,0,0,0,4307,1793,3,272,0,0,1,1,1
272,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0462,3,2,0,315,0,0,0,967,0,0,0,0,0,0,4306,1992,3,273,0,0,1,0,1
271,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0463,3,2,23,316,0,0,0,968,0,0,0,0,0,0,2102,1803,3,274,0,0,1,1,1
