<DBEA0DF4> {9},<40307D1F> {2},<F59B6FEA> {7},<23797629> {7},<9EF7C876> {7},<ECFF4F2A> {7},<307BCFCE> {7},<AFF227E1> {7},<7AA41279> {7},<955D6460> {7},<EC2C6223> {2},<12BBD4BC> {2},<539B57F0> {7},<499A9A38> {1},<55819099> {1},<2AC68551> {2},<84D11062> {2},<57EA9F2B> {2},<B9BE158A> {2},<8EBCAFB4> {2},<8E9859A8> {2},<BB4BCAD6> {2},<DACB4DF2> {2},<97F347AA> {2},<CE330BDB> {2},<94FDC57E> {2},<05349E2C> {2},<3CDE1626> {2},<41A318B6> {2},<F5ED412D> {1},<DBAF43F0> {2},<F7E1FAB8> {1},<49BB23FB> {1},<5E421975> {2},<F0375EE4> {1},<3E6D2243> {1}
<71139945>,272,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0462,3,2,0,315,0,0,0,967,0,0,0,0,0,0,4306,2028,3,273,0,0,1,0,1
<049142FC>,271,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0463,3,2,23,316,0,0,0,968,0,0,0,0,0,0,2102,1856,3,274,0,0,1,1,1
<DB0FBB8C>,272,np0111,np032002,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0464,3,2,23,317,0,0,0,969,0,0,0,0,0,0,4306,1857,3,275,0,0,1,1,1
<9483B6C3>,578,np0111,np032001,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0465,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,3,666,0,0,1,1,1
<8A2157C6>,273,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0526,4,2,30,319,0,0,0,971,972,0,0,0,0,0,1105,1858,2,277,0,0,1,1,1
<246AF3E4>,274,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0527,4,2,22,320,0,0,0,973,974,0,0,0,0,0,1105,1859,3,278,0,0,1,1,1
<EF62D40E>,275,np0111,np032003,np032001,,np032001,effect_np032001,sound_np032001,,9,126,uni0528,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2,277,0,0,1,1,1
<5E1691CE>,276,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0551,6,1,17,321,0,0,0,975,0,0,0,0,0,0,2305,1860,3,279,0,0,1,1,1
<D559E289>,277,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0552,6,1,13,322,323,0,0,976,977,0,0,0,0,0,2203,1861,2,280,0,0,1,1,1
<518B0DC1>,278,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0553,6,1,33,324,325,326,0,978,979,980,0,0,0,0,3305,1862,3,281,0,0,1,1,1
<13022B43>,279,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0554,6,1,26,327,0,0,0,981,982,0,0,0,0,0,2208,1863,2,282,0,0,1,1,1
<B6EB169D>,280,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0555,6,1,19,328,0,0,0,983,984,0,0,0,0,0,4304,1864,3,283,0,0,1,1,1
<B4005C64>,281,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0556,6,1,66,329,0,0,0,985,0,0,0,0,0,0,2303,1865,3,284,0,0,1,1,1
<0F036C6F>,282,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0557,6,1,45,330,0,0,0,986,0,0,0,0,0,0,2203,1866,3,285,0,0,1,1,1
<BF5C7674>,283,np0111,np081001,np081001,cas_np_056101,,effect_uni0553,,,9,133,uni0558,6,1,9999,331,0,0,0,987,0,0,0,0,0,0,4202,1867,3,286,0,0,1,1,1
<03739D43>,284,np0111,np081001,np081001,cas_np_056101,,effect_uni0553,,,9,133,uni0559,6,1,9999,332,0,0,0,988,0,0,0,0,0,0,4202,1868,3,287,0,0,1,1,1
<192FDA5C>,285,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0560,6,1,99,333,0,0,0,989,0,0,0,0,0,0,2206,1869,2,288,0,0,1,1,1
<BD8B4A74>,286,np0111,np081002,np081001,cas_np_056101,,effect_uni0553,,,9,133,uni0561,6,1,9999,334,0,0,0,990,0,0,0,0,0,0,4202,1870,3,289,0,0,1,1,1
<A21F230C>,287,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0562,6,1,40,335,0,0,0,991,992,993,0,0,0,0,2304,1871,2,290,0,0,1,1,1
<B33105EC>,288,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0563,6,1,45,336,0,0,0,994,995,0,0,0,0,0,2208,1872,3,291,0,0,1,1,1
<C24F95B7>,289,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0564,6,1,18,337,338,0,0,996,997,998,0,0,0,0,2206,1873,3,292,0,0,1,1,1
<EFB2008E>,290,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0565,6,1,17,339,0,0,0,999,1000,0,0,0,0,0,2202,1874,2,293,0,5,1,1,1
<FC058F9B>,291,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0566,6,1,15,340,0,0,0,1001,1002,0,0,0,0,0,2202,1875,3,294,0,5,1,1,1
<CEC34949>,292,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0567,6,1,45,341,0,0,0,1003,0,0,0,0,0,0,4103,1876,3,295,0,0,1,1,1
<CA01A7CF>,293,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0568,6,1,23,342,0,0,0,1004,1005,1006,0,0,0,0,2304,1877,3,296,0,0,1,1,1
<28777124>,294,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0569,6,1,30,343,0,0,0,1007,0,0,0,0,0,0,2206,1878,2,297,0,0,1,1,1
<F1DA7DC2>,295,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0570,6,1,24,344,0,0,0,1008,1009,0,0,0,0,0,2305,1879,2,298,0,0,1,1,1
<D7441532>,296,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0571,6,1,40,345,0,0,0,1010,1011,0,0,0,0,0,2305,1880,3,299,0,0,1,1,1
<5E2E27F9>,297,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0572,6,1,21,346,0,0,0,1012,0,0,0,0,0,0,2305,1881,3,300,0,0,1,1,1
<E119BA62>,298,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0573,6,1,30,347,0,0,0,1013,1014,0,0,0,0,0,2208,1882,3,301,0,0,1,1,1
<AA6CAA3E>,299,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0574,6,1,23,348,0,0,0,1015,0,0,0,0,0,0,2207,1883,3,302,0,0,1,1,1
<B894388B>,300,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0575,6,1,38,349,0,0,0,1016,0,0,0,0,0,0,2305,1884,3,303,0,0,1,1,1
<462E9145>,301,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0576,6,1,12,350,0,0,0,1017,0,0,0,0,0,0,2201,1885,2,304,0,0,1,1,1
<B1266CDA>,302,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0577,6,1,11,351,0,0,0,1018,0,0,0,0,0,0,2201,1886,3,305,0,0,1,1,1
<45C53BA9>,303,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0578,6,1,9,352,0,0,0,1019,0,0,0,0,0,0,2201,1887,3,306,0,0,1,1,1
<61417D5A>,304,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0579,6,1,26,353,0,0,0,1020,0,0,0,0,0,0,2207,1888,2,307,0,0,1,1,1
<0DA48D43>,305,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0580,6,1,20,354,0,0,0,1021,1022,0,0,0,0,0,2207,1889,2,308,0,0,1,1,1
<410931E6>,306,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0581,6,1,43,355,0,0,0,1023,0,0,0,0,0,0,2207,1890,3,309,0,0,1,1,1
<A6153B75>,307,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0582,6,1,25,356,0,0,0,1024,0,0,0,0,0,0,2209,2006,3,310,0,0,1,1,1
<5448FC70>,308,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0601,6,2,28,357,0,0,0,1025,0,0,0,0,0,0,2002,1891,2,311,0,0,1,1,1
<380BA1E6>,309,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0602,6,2,27,358,0,0,0,1026,0,0,0,0,0,0,4202,1892,2,312,0,0,1,1,1
<47B59899>,310,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0603,6,2,26,359,0,0,0,1027,1028,0,0,0,0,0,2304,1893,2,313,0,0,1,1,1
<20F08F80>,311,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0604,6,2,20,360,0,0,0,1029,0,0,0,0,0,0,3103,1894,3,314,0,0,1,1,1
<DAFAFE25>,312,np0111,np081001,np081001,cas_np_056101,,effect_uni0553,,,9,133,uni0605,6,2,9999,361,0,0,0,1030,0,0,0,0,0,0,4202,1895,3,315,0,0,1,1,1
<535DCF0F>,313,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0606,6,2,23,362,0,0,0,1031,0,0,0,0,0,0,4103,1896,3,316,0,0,1,1,1
<6D1CD105>,314,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0607,6,2,23,363,364,365,0,1032,1033,1034,0,0,0,0,2206,1897,3,317,0,0,1,1,1
<39890E69>,315,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,139,uni0608,6,2,22,366,0,0,0,1035,0,0,0,0,0,0,2209,1898,3,318,0,0,1,1,1
<9B3F35F5>,316,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0609,6,2,24,367,0,0,0,1036,0,0,0,0,0,0,4201,1899,3,319,0,0,1,1,1
<1B2697C6>,318,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0611,6,2,44,368,0,0,0,1037,1038,0,0,0,0,0,2203,1903,2,320,0,0,1,1,1
<B64927DC>,319,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0612,6,2,16,369,0,0,0,1039,0,0,0,0,0,0,4103,1904,2,321,0,0,1,1,1
<2B2C98A1>,320,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0613,6,2,22,370,0,0,0,1040,1041,0,0,0,0,0,2305,1905,3,322,0,0,1,1,1
<FC9796AF>,321,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0614,6,2,43,371,0,0,0,1042,0,0,0,0,0,0,2203,1906,3,323,0,0,1,1,1
<A530C047>,322,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0615,6,2,24,372,0,0,0,1043,1044,1045,0,0,0,0,2304,1907,3,324,0,0,1,1,1
<BB24709C>,323,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0618,6,2,19,375,0,0,0,1048,1049,0,0,0,0,0,2102,1910,3,327,0,0,1,1,1
<DA117CEB>,324,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0619,6,2,27,376,0,0,0,1050,0,0,0,0,0,0,2003,1911,2,328,0,0,1,1,1
<A7A05891>,325,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0620,6,2,10,377,0,0,0,1053,0,0,0,0,0,0,2201,1912,3,329,0,0,1,1,1
<C31DC9B5>,326,np0111,np081003,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,131,uni0621,6,2,9,378,0,0,0,1054,0,0,0,0,0,0,2201,1913,3,330,0,0,1,1,1
<6CED079F>,327,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0622,6,2,27,376,0,0,0,1051,0,0,0,0,0,0,2003,1914,2,331,0,0,1,1,1
<844C8785>,328,np0111,np081002,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,132,uni0623,6,2,27,376,0,0,0,1052,0,0,0,0,0,0,2003,1915,2,332,0,0,1,1,1
<973CBA30>,329,np0111,np081001,np081001,,np081001,effect_np081001,sound_np081001,se_np009001,9,133,uni0624,6,2,43,381,0,0,0,1055,0,0,0,0,0,0,2305,2007,3,333,0,0,1,1,1
<010CCE5E>,331,np0111,np071003,np071001,,np071000,effect_np071000,sound_np071000,,9,129,uni0651,8,1,19,382,0,0,0,1056,1057,1058,0,0,0,0,3209,1916,2,334,0,0,1,1,1
<315923E6>,332,np0111,np071001,np071001,,np071000,effect_np071000,sound_np071000,,9,129,uni0652,8,1,22,383,0,0,0,1059,0,0,0,0,0,0,4006,1917,3,335,0,0,1,1,1
<DA33C114>,333,np0111,np071001,np071001,,np071000,effect_np071000,sound_np071000,,9,129,uni0653,8,1,23,384,0,0,0,1060,0,0,0,0,0,0,4006,1918,3,336,0,0,1,1,1
<F9E29216>,334,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0654,8,1,24,385,0,0,0,1061,0,0,0,0,0,0,4305,1919,3,337,0,0,1,1,1
<9FA735CE>,335,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0655,8,1,31,386,0,0,0,1062,0,0,0,0,0,0,3110,1920,3,338,0,0,1,1,1
<16C34BF0>,336,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0656,8,1,70,387,0,0,0,1063,0,0,0,0,0,0,4006,1921,3,339,0,0,1,1,1
<49F2D46E>,337,np0111,np071004,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0657,8,1,56,388,0,0,0,1064,0,0,0,0,0,0,3209,1922,3,340,0,0,1,1,1
<2CDEA4A9>,338,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0658,8,1,48,389,0,0,0,1065,0,0,0,0,0,0,3110,1923,3,341,0,0,1,1,1
<69BB5DD9>,339,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0659,8,1,20,390,0,0,0,1066,1067,0,0,0,0,0,3109,1924,3,342,0,0,1,1,1
<E145562D>,340,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0660,8,1,27,391,0,0,0,1068,1069,0,0,0,0,0,3109,1925,3,343,0,0,1,1,1
<6431687A>,341,np0111,np071002,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0661,8,1,23,392,393,0,0,1070,1071,1072,0,0,0,0,4005,1926,3,344,0,0,1,1,1
<D20ABAA4>,342,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0662,8,1,43,394,0,0,0,1073,0,0,0,0,0,0,4005,1927,3,345,0,0,1,1,1
<3BDF9A70>,343,np0111,np071003,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0663,8,1,55,395,0,0,0,1074,0,0,0,0,0,0,4305,1928,3,346,0,0,1,1,1
<A1BEB606>,344,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0664,8,1,26,396,0,0,0,1075,0,0,0,0,0,0,3209,1929,3,347,0,0,1,1,1
<E31273C9>,345,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0665,8,1,44,397,0,0,0,1076,1077,0,0,0,0,0,3109,1930,3,348,0,0,1,1,1
<D0DE9CC8>,346,np0111,np071002,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0666,8,1,16,398,0,0,0,1078,1079,0,0,0,0,0,3107,2008,3,349,0,0,1,1,1
<631ABC67>,347,np0111,np071002,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0667,8,1,27,399,400,0,0,1080,1081,0,0,0,0,0,1010,1931,3,350,0,0,1,1,1
<7A914F7F>,348,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0668,8,1,90,401,402,0,0,1082,1083,0,0,0,0,0,3209,2009,3,351,0,0,1,1,1
<4A029976>,349,np0111,np071001,np071001,,np071001,effect_np071001,sound_np071001,se_np071001,9,129,uni0669,8,1,38,403,0,0,0,1084,0,0,0,0,0,0,3106,2010,3,352,0,0,1,1,1
<EE1F665F>,351,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0681,8,2,22,404,0,0,0,1085,1086,1087,0,0,0,0,3108,1932,3,353,0,0,681,1,1
<705E1058>,352,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0683,8,2,18,406,0,0,0,1089,1090,0,0,0,0,0,3107,1934,3,355,0,0,681,1,1
<5C7905A5>,353,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0684,8,2,21,407,408,0,0,1092,1093,1094,0,0,0,0,3106,1935,3,356,0,0,681,1,1
<A6FAEBAB>,354,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0685,8,2,23,409,0,0,0,1095,1096,0,0,0,0,0,3109,1936,3,357,0,0,681,1,1
<35A5A580>,355,np0111,np072001,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0686,8,2,46,410,0,0,0,1097,0,0,0,0,0,0,4005,1937,3,358,0,0,681,1,1
<4637EC72>,356,np0111,np072002,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0687,8,2,22,411,0,0,0,1098,1099,1100,0,0,0,0,3108,1938,3,359,0,0,681,1,1
<9B676DAA>,357,np0111,np072003,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0688,8,2,25,412,0,0,0,1101,0,0,0,0,0,0,2102,1939,3,360,0,0,681,1,1
<F0210E91>,358,np0111,np072003,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0689,8,2,65535,413,0,0,0,1102,1103,0,0,0,0,0,4007,2011,3,361,0,0,681,1,1
<42FB7771>,359,np0111,np072003,np072001,,np072001,effect_np072001,sound_np072001,,9,130,uni0690,8,2,31,414,0,0,0,1104,1105,0,0,0,0,0,1202,2012,3,362,0,0,681,1,1
<A957B28E>,360,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0711,5,1,0,415,0,0,0,1106,0,0,0,0,0,0,1206,1940,3,363,0,0,610,1,1
<E7254EFE>,361,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0712,5,1,0,416,0,0,0,1107,0,0,0,0,0,0,4103,1941,3,364,0,0,610,1,1
<6971FA61>,362,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0713,5,1,61,417,0,0,0,1108,1109,0,0,0,0,0,3302,1942,3,365,0,0,610,1,1
<CE4678FB>,363,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0714,5,1,66,418,0,0,0,1110,1111,1112,0,0,0,0,3302,1943,3,366,0,0,610,1,1
<F488575F>,364,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0715,5,1,0,419,0,0,0,1113,1114,0,0,0,0,0,4304,1944,3,367,0,0,610,1,1
<28B8352A>,365,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0716,5,1,0,420,421,0,0,1115,0,0,0,0,0,0,3302,1945,3,368,0,0,610,1,1
<584CA233>,366,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0717,5,1,0,422,0,0,0,1116,0,0,0,0,0,0,3303,1946,3,369,0,0,610,1,1
<2FAC8126>,367,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0719,5,1,0,423,0,0,0,1117,0,0,0,0,0,0,3303,1947,3,370,0,0,610,1,1
<713D47FC>,368,np0111,np061003,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0721,5,1,0,424,0,0,0,1118,0,0,0,0,0,0,4002,1948,3,371,0,0,610,1,1
<6571AB6D>,369,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0722,5,2,0,425,426,0,0,1119,1120,0,0,0,0,0,3303,1949,3,372,0,0,610,1,1
<07B5C342>,370,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0723,5,1,0,427,428,0,0,1121,0,0,0,0,0,0,3302,1950,3,373,0,0,610,1,1
<B388E26D>,371,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0724,5,1,0,429,0,0,0,1123,1124,0,0,0,0,0,4206,1951,3,374,0,4,610,1,1
<6752EDEA>,372,np0111,np061003,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0725,5,1,0,430,0,0,0,1125,1126,0,0,0,0,0,1206,1952,3,375,0,0,610,1,1
<9ABBFAE6>,373,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0726,5,1,35,431,0,0,0,1127,0,0,0,0,0,0,3302,1953,3,376,0,0,610,1,1
<C9C9A3DC>,374,np0111,np061003,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0727,5,1,0,432,0,0,0,1128,0,0,0,0,0,0,3302,1954,3,377,0,0,610,1,1
<F6BD16DE>,375,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0728,5,1,0,433,0,0,0,1129,0,0,0,0,0,0,4002,1955,3,378,0,0,610,1,1
<C9FBC3C7>,376,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0729,5,1,0,434,0,0,0,1130,0,0,0,0,0,0,4206,1956,3,379,0,0,610,1,1
<9CF07267>,377,np0111,np061002,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0730,5,1,44,435,436,0,0,1131,1132,1133,0,0,0,0,3302,1957,3,380,0,0,610,1,1
<07F4975E>,378,np0111,np061003,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0731,5,1,51,437,0,0,0,1134,0,0,0,0,0,0,3302,1958,3,381,0,0,610,1,1
<7E8DE97A>,379,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0732,5,1,47,438,0,0,0,1136,1137,0,0,0,0,0,3302,1959,3,382,0,0,610,1,1
<B0A10FE8>,380,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0733,5,1,0,439,0,0,0,1138,0,0,0,0,0,0,3304,2013,3,383,0,0,610,1,1
<E4EE93DB>,381,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0734,5,1,0,440,0,0,0,1139,0,0,0,0,0,0,3302,2014,3,384,0,0,610,1,1
<AD6D6111>,382,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0741,5,2,0,441,0,0,0,1140,0,0,0,0,0,0,1206,2015,3,385,0,0,610,1,1
<41A2CB76>,383,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0742,5,2,0,442,0,0,0,1141,0,0,0,0,0,0,1206,1960,3,386,0,0,610,1,1
<15525D79>,384,np0111,np061001,np061001,,np061001,effect_np061001,sound_np061001,se_np061001,9,128,uni0744,5,2,0,444,0,0,0,1143,0,0,0,0,0,0,3303,1961,3,388,0,0,610,1,1
<FE5B01AD>,385,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0751,11,2,65535,445,0,0,0,1144,0,0,0,0,0,0,1302,1962,3,389,0,0,1,1,1
<E6F7D0AB>,655,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0752,11,2,65535,446,0,0,0,1145,0,0,0,0,0,0,2303,2016,3,390,0,0,1,1,1
<0B9B9F80>,386,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0753,11,2,65535,447,0,0,0,1146,0,0,0,0,0,0,1303,1964,3,391,0,0,1,1,1
<03563009>,387,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0755,11,2,65535,449,450,0,0,1148,1149,0,0,0,0,0,1302,1966,3,393,0,0,1,1,1
<40A20D19>,388,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0756,11,2,65535,451,0,0,0,1151,1152,1153,0,0,0,0,1302,1967,3,394,0,0,1,1,1
<46AA75EB>,389,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0757,11,2,65535,452,0,0,0,1154,0,0,0,0,0,0,3209,1968,3,395,0,0,1,1,1
<E24A39E6>,390,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0758,11,2,65535,453,0,0,0,1155,0,0,0,0,0,0,3208,1969,3,396,0,0,1,1,1
<3AB512E6>,391,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0759,11,2,65535,454,0,0,0,1156,0,0,0,0,0,0,1105,1970,3,397,0,0,1,1,1
<318A36DD>,392,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0760,11,2,65535,455,0,0,0,1157,0,0,0,0,0,0,1107,1971,3,398,0,0,1,1,1
<84A85619>,654,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0761,11,2,65535,456,0,0,0,1158,0,0,0,0,0,0,0,1972,3,399,0,0,1,1,1
<93E41A1D>,394,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0762,11,2,65535,457,0,0,0,1159,0,0,0,0,0,0,1303,1973,3,400,0,0,1,1,1
<13DD7675>,395,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0763,11,2,65535,458,0,0,0,1160,0,0,0,0,0,0,1303,1974,3,401,0,0,1,1,1
<0904EFE5>,396,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0764,11,2,65535,459,0,0,0,1161,0,0,0,0,0,0,2301,1975,3,402,0,0,1,1,1
<513F3BA1>,397,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0765,11,2,65535,460,0,0,0,1162,0,0,0,0,0,0,4201,1976,3,403,0,0,1,1,1
<388A1133>,398,np0111,np182001,np182001,,np182001,effect_np182001,sound_np182001,se_np182001,9,119,uni0766,11,2,65535,461,0,0,0,1163,0,0,0,0,0,0,0,1992,3,404,0,0,1,1,1
<35A7C082>,399,np0111,np051001,np051001,,np051001,effect_np051001,sound_np051001,,9,134,uni0781,7,3,31,462,0,0,0,1164,0,0,0,0,0,0,2103,1977,3,405,0,0,1,1,1
