Name {2},RBodyRscID {2},LBodyRscID {2},RscBullet {2},RscEff {7},RscSe {7},TypeRange {1},TypeWpn {1},TypeWpn2 {1},Damage {3},Stability {1},Atr {1},Magazine {1},DMRatio {2},Recast {2},RateBonus {4},DexBonus {4},MakerID {1},MakerLv {1},Rare {1},EquLv {1},GneLv {1},Affix[0] {2},Affix[1] {2},Affix[2] {2},AffixCount {1},SlotNum {1},Price {2},ItemInfo [NoSell] {1},Hanger [SideR] {1},Hanger [BackR] {1},Hanger [BackL] {1},Hanger [SideL] {1},Flag {1},HoldType {1},UseType {1},ArtsID {2},UI {2},UI2 {2}
501,533,540,0,034101,034101,1,2,2,528,20,4,6,0,480,0,0,1,1,5,20,1,0,0,0,5,1,224,0,0,0,0,0,0,0,0,49,0,950
502,535,542,0,034101,034101,1,2,2,720,20,4,6,0,480,0,0,1,1,5,30,1,0,0,0,5,1,448,0,0,0,0,0,0,0,0,49,0,950
503,537,544,0,034101,034101,1,2,2,888,20,4,6,0,480,0,0,1,1,5,50,1,0,0,0,5,2,896,0,0,0,0,0,0,0,0,49,0,950
504,536,543,0,034101,034101,1,2,2,1080,20,4,6,0,480,0,0,1,1,5,50,1,0,0,0,5,2,1792,0,0,0,0,0,0,0,0,49,0,950
505,534,541,0,034101,034101,1,2,2,1248,20,4,6,0,480,0,0,1,1,5,50,1,0,0,0,5,2,3584,0,0,0,0,0,0,0,0,49,0,950
506,575,582,0,034201,034201,1,2,2,600,8,2,3,0,600,0,0,1,1,1,20,1,123,0,0,3,1,384,0,0,0,0,0,0,0,0,52,0,953
507,579,586,0,034201,034201,1,2,2,800,8,2,3,0,600,0,0,1,1,1,30,1,124,0,0,3,1,768,0,0,0,0,0,0,0,0,52,0,953
508,576,583,0,034201,034201,1,2,2,1000,8,2,3,0,600,0,0,1,1,1,50,1,125,0,0,3,1,1536,0,0,0,0,0,0,0,0,52,0,953
509,578,585,0,034201,034201,1,2,2,1200,8,2,3,0,600,0,0,1,1,1,50,1,126,0,0,3,1,3072,0,0,0,0,0,0,0,0,52,0,953
510,580,587,0,034201,034201,1,2,2,1400,8,2,3,0,600,0,0,1,1,1,50,1,127,0,0,3,1,6144,0,0,0,0,0,0,0,0,52,0,953
506,575,582,0,034201,034201,1,2,2,600,8,2,3,0,600,0,0,1,4,1,20,1,123,1578,0,3,1,384,0,0,0,0,0,0,0,0,52,0,953
507,579,586,0,034201,034201,1,2,2,800,8,2,3,0,600,0,0,1,4,1,30,1,124,1579,0,3,1,768,0,0,0,0,0,0,0,0,52,0,953
508,576,583,0,034201,034201,1,2,2,1000,8,2,3,0,600,0,0,1,4,1,50,1,125,1580,0,3,1,1536,0,0,0,0,0,0,0,0,52,0,953
509,578,585,0,034201,034201,1,2,2,1200,8,2,3,0,600,0,0,1,4,1,50,1,126,1581,0,3,1,3072,0,0,0,0,0,0,0,0,52,0,953
510,580,587,0,034201,034201,1,2,2,1400,8,2,3,0,600,0,0,1,4,1,50,1,127,1582,0,3,1,6144,0,0,0,0,0,0,0,0,52,0,953
506,575,582,0,034201,034201,1,2,2,600,8,2,3,0,600,0,0,1,5,1,20,1,123,1578,678,3,1,384,0,0,0,0,0,0,0,0,52,0,953
507,579,586,0,034201,034201,1,2,2,800,8,2,3,0,600,0,0,1,5,1,30,1,124,1579,679,3,1,768,0,0,0,0,0,0,0,0,52,0,953
508,576,583,0,034201,034201,1,2,2,1000,8,2,3,0,600,0,0,1,5,1,50,1,125,1580,680,3,1,1536,0,0,0,0,0,0,0,0,52,0,953
509,578,585,0,034201,034201,1,2,2,1200,8,2,3,0,600,0,0,1,5,1,50,1,126,1581,681,3,1,3072,0,0,0,0,0,0,0,0,52,0,953
510,580,587,0,034201,034201,1,2,2,1400,8,2,3,0,600,0,0,1,5,1,50,1,127,1582,682,3,1,6144,0,0,0,0,0,0,0,0,52,0,953
511,575,582,0,034201,034201,1,2,2,600,8,2,3,0,600,0,0,1,1,1,20,1,0,0,0,3,0,384,0,0,0,0,0,0,0,0,52,0,953
512,579,586,0,034201,034201,1,2,2,800,8,2,3,0,600,0,0,1,1,1,30,1,0,0,0,3,0,768,0,0,0,0,0,0,0,0,52,0,953
513,576,583,0,034201,034201,1,2,2,1000,8,2,3,0,600,0,0,1,1,1,50,1,0,0,0,3,0,1536,0,0,0,0,0,0,0,0,52,0,953
514,578,585,0,034201,034201,1,2,2,1200,8,2,3,0,600,0,0,1,1,1,50,1,0,0,0,3,0,3072,0,0,0,0,0,0,0,0,52,0,953
515,577,584,0,034201,034201,1,2,2,1400,8,2,3,0,600,0,0,1,1,1,50,1,0,0,0,3,0,6144,0,0,0,0,0,0,0,0,52,0,953
516,575,582,0,034201,034201,1,2,2,1080,8,2,3,0,480,0,0,1,1,5,20,1,0,0,0,5,1,384,0,0,0,0,0,0,0,0,52,0,953
517,579,586,0,034201,034201,1,2,2,1440,8,2,3,0,480,0,0,1,1,5,30,1,0,0,0,5,1,768,0,0,0,0,0,0,0,0,52,0,953
518,580,587,0,034201,034201,1,2,2,1800,8,2,3,0,480,0,0,1,1,5,50,1,0,0,0,5,2,1536,0,0,0,0,0,0,0,0,52,0,953
519,578,585,0,034201,034201,1,2,2,2160,8,2,3,0,480,0,0,1,1,5,50,1,0,0,0,5,2,3072,0,0,0,0,0,0,0,0,52,0,953
520,581,588,0,034201,034201,1,2,2,2520,8,2,3,0,480,0,0,1,1,5,50,1,0,0,0,5,2,6144,0,0,0,0,0,0,0,0,52,0,953
521,589,596,0,034401,034401,1,2,2,216,20,5,1,50,600,0,0,1,1,1,20,1,63,0,0,3,1,224,0,0,0,0,0,0,0,0,53,0,954
522,590,597,0,034401,034401,1,2,2,288,20,5,1,50,600,0,0,1,1,1,30,1,64,0,0,3,1,448,0,0,0,0,0,0,0,0,53,0,954
523,593,600,0,034401,034401,1,2,2,360,20,5,1,50,600,0,0,1,1,1,50,1,65,0,0,3,1,896,0,0,0,0,0,0,0,0,53,0,954
524,592,599,0,034401,034401,1,2,2,432,20,5,1,50,600,0,0,1,1,1,50,1,66,0,0,3,1,1792,0,0,0,0,0,0,0,0,53,0,954
525,594,601,0,034401,034401,1,2,2,504,20,5,1,50,600,0,0,1,1,1,50,1,67,0,0,3,1,3584,0,0,0,0,0,0,0,0,53,0,954
521,589,596,0,034401,034401,1,2,2,216,20,5,1,50,600,0,0,1,4,1,20,1,63,698,0,3,1,224,0,0,0,0,0,0,0,0,53,0,954
522,590,597,0,034401,034401,1,2,2,288,20,5,1,50,600,0,0,1,4,1,30,1,64,699,0,3,1,448,0,0,0,0,0,0,0,0,53,0,954
523,593,600,0,034401,034401,1,2,2,360,20,5,1,50,600,0,0,1,4,1,50,1,65,700,0,3,1,896,0,0,0,0,0,0,0,0,53,0,954
524,592,599,0,034401,034401,1,2,2,432,20,5,1,50,600,0,0,1,4,1,50,1,66,701,0,3,1,1792,0,0,0,0,0,0,0,0,53,0,954
525,594,601,0,034401,034401,1,2,2,504,20,5,1,50,600,0,0,1,4,1,50,1,67,702,0,3,1,3584,0,0,0,0,0,0,0,0,53,0,954
521,589,596,0,034401,034401,1,2,2,216,20,5,1,50,600,0,0,1,5,1,20,1,63,698,678,3,1,224,0,0,0,0,0,0,0,0,53,0,954
522,590,597,0,034401,034401,1,2,2,288,20,5,1,50,600,0,0,1,5,1,30,1,64,699,679,3,1,448,0,0,0,0,0,0,0,0,53,0,954
523,593,600,0,034401,034401,1,2,2,360,20,5,1,50,600,0,0,1,5,1,50,1,65,700,680,3,1,896,0,0,0,0,0,0,0,0,53,0,954
524,592,599,0,034401,034401,1,2,2,432,20,5,1,50,600,0,0,1,5,1,50,1,66,701,681,3,1,1792,0,0,0,0,0,0,0,0,53,0,954
525,594,601,0,034401,034401,1,2,2,504,20,5,1,50,600,0,0,1,5,1,50,1,67,702,682,3,1,3584,0,0,0,0,0,0,0,0,53,0,954
526,589,596,0,034401,034401,1,2,2,216,20,5,1,50,600,0,0,1,1,1,20,1,0,0,0,3,0,224,0,0,0,0,0,0,0,0,53,0,954
527,590,597,0,034401,034401,1,2,2,288,20,5,1,50,600,0,0,1,1,1,30,1,0,0,0,3,0,448,0,0,0,0,0,0,0,0,53,0,954
528,593,600,0,034401,034401,1,2,2,360,20,5,1,50,600,0,0,1,1,1,50,1,0,0,0,3,0,896,0,0,0,0,0,0,0,0,53,0,954
529,592,599,0,034401,034401,1,2,2,432,20,5,1,50,600,0,0,1,1,1,50,1,0,0,0,3,0,1792,0,0,0,0,0,0,0,0,53,0,954
530,595,602,0,034401,034401,1,2,2,504,20,5,1,50,600,0,0,1,1,1,50,1,0,0,0,3,0,3584,0,0,0,0,0,0,0,0,53,0,954
531,589,596,0,034401,034401,1,2,2,384,20,5,1,50,480,0,0,1,1,5,20,1,0,0,0,5,1,224,0,0,0,0,0,0,0,0,53,0,954
532,590,597,0,034401,034401,1,2,2,512,20,5,1,50,480,0,0,1,1,5,30,1,0,0,0,5,1,448,0,0,0,0,0,0,0,0,53,0,954
533,594,601,0,034401,034401,1,2,2,648,20,5,1,50,480,0,0,1,1,5,50,1,0,0,0,5,2,896,0,0,0,0,0,0,0,0,53,0,954
534,592,599,0,034401,034401,1,2,2,776,20,5,1,50,480,0,0,1,1,5,50,1,0,0,0,5,2,1792,0,0,0,0,0,0,0,0,53,0,954
535,591,598,0,034401,034401,1,2,2,904,20,5,1,50,480,0,0,1,1,5,50,1,0,0,0,5,2,3584,0,0,0,0,0,0,0,0,53,0,954
536,631,638,0,034601,034601,1,2,2,96,15,1,10,0,600,0,0,1,1,1,20,1,3,0,0,3,1,384,0,0,0,0,0,0,0,0,56,0,957
537,633,640,0,034601,034601,1,2,2,128,15,1,10,0,600,0,0,1,1,1,30,1,4,0,0,3,1,768,0,0,0,0,0,0,0,0,56,0,957
538,637,644,0,034601,034601,1,2,2,160,15,1,10,0,600,0,0,1,1,1,50,1,5,0,0,3,1,1536,0,0,0,0,0,0,0,0,56,0,957
539,634,641,0,034601,034601,1,2,2,192,15,1,10,0,600,0,0,1,1,1,50,1,6,0,0,3,1,3072,0,0,0,0,0,0,0,0,56,0,957
540,632,639,0,034601,034601,1,2,2,224,15,1,10,0,600,0,0,1,1,1,50,1,7,0,0,3,1,6144,0,0,0,0,0,0,0,0,56,0,957
536,631,638,0,034601,034601,1,2,2,96,15,1,10,0,600,0,0,1,4,1,20,1,3,346,0,3,1,384,0,0,0,0,0,0,0,0,56,0,957
537,633,640,0,034601,034601,1,2,2,128,15,1,10,0,600,0,0,1,4,1,30,1,4,347,0,3,1,768,0,0,0,0,0,0,0,0,56,0,957
538,637,644,0,034601,034601,1,2,2,160,15,1,10,0,600,0,0,1,4,1,50,1,5,348,0,3,1,1536,0,0,0,0,0,0,0,0,56,0,957
539,634,641,0,034601,034601,1,2,2,192,15,1,10,0,600,0,0,1,4,1,50,1,6,349,0,3,1,3072,0,0,0,0,0,0,0,0,56,0,957
540,632,639,0,034601,034601,1,2,2,224,15,1,10,0,600,0,0,1,4,1,50,1,7,350,0,3,1,6144,0,0,0,0,0,0,0,0,56,0,957
536,631,638,0,034601,034601,1,2,2,96,15,1,10,0,600,0,0,1,5,1,20,1,3,346,678,3,1,384,0,0,0,0,0,0,0,0,56,0,957
537,633,640,0,034601,034601,1,2,2,128,15,1,10,0,600,0,0,1,5,1,30,1,4,347,679,3,1,768,0,0,0,0,0,0,0,0,56,0,957
538,637,644,0,034601,034601,1,2,2,160,15,1,10,0,600,0,0,1,5,1,50,1,5,348,680,3,1,1536,0,0,0,0,0,0,0,0,56,0,957
539,634,641,0,034601,034601,1,2,2,192,15,1,10,0,600,0,0,1,5,1,50,1,6,349,681,3,1,3072,0,0,0,0,0,0,0,0,56,0,957
540,632,639,0,034601,034601,1,2,2,224,15,1,10,0,600,0,0,1,5,1,50,1,7,350,682,3,1,6144,0,0,0,0,0,0,0,0,56,0,957
541,631,638,0,034601,034601,1,2,2,96,15,1,10,0,600,0,0,1,1,1,20,1,0,0,0,3,0,384,0,0,0,0,0,0,0,0,56,0,957
542,633,640,0,034601,034601,1,2,2,128,15,1,10,0,600,0,0,1,1,1,30,1,0,0,0,3,0,768,0,0,0,0,0,0,0,0,56,0,957
543,637,644,0,034601,034601,1,2,2,160,15,1,10,0,600,0,0,1,1,1,50,1,0,0,0,3,0,1536,0,0,0,0,0,0,0,0,56,0,957
544,634,641,0,034601,034601,1,2,2,192,15,1,10,0,600,0,0,1,1,1,50,1,0,0,0,3,0,3072,0,0,0,0,0,0,0,0,56,0,957
545,636,643,0,034601,034601,1,2,2,224,15,1,10,0,600,0,0,1,1,1,50,1,0,0,0,3,0,6144,0,0,0,0,0,0,0,0,56,0,957
546,631,638,0,034601,034601,1,2,2,168,15,1,10,0,480,0,0,1,1,5,20,1,0,0,0,5,1,384,0,0,0,0,0,0,0,0,56,0,957
547,633,640,0,034601,034601,1,2,2,224,15,1,10,0,480,0,0,1,1,5,30,1,0,0,0,5,1,768,0,0,0,0,0,0,0,0,56,0,957
548,632,639,0,034601,034601,1,2,2,288,15,1,10,0,480,0,0,1,1,5,50,1,0,0,0,5,2,1536,0,0,0,0,0,0,0,0,56,0,957
549,634,641,0,034601,034601,1,2,2,344,15,1,10,0,480,0,0,1,1,5,50,1,0,0,0,5,2,3072,0,0,0,0,0,0,0,0,56,0,957
550,635,642,0,034601,034601,1,2,2,400,15,1,10,0,480,0,0,1,1,5,50,1,0,0,0,5,2,6144,0,0,0,0,0,0,0,0,56,0,957
551,645,652,0,034701,034701,1,2,2,144,12,2,12,0,600,0,0,1,1,1,20,1,3,0,0,3,1,268,0,0,0,0,0,0,0,0,57,0,958
552,649,656,0,034701,034701,1,2,2,192,12,2,12,0,600,0,0,1,1,1,30,1,4,0,0,3,1,537,0,0,0,0,0,0,0,0,57,0,958
553,647,654,0,034701,034701,1,2,2,240,12,2,12,0,600,0,0,1,1,1,50,1,5,0,0,3,1,1075,0,0,0,0,0,0,0,0,57,0,958
554,651,658,0,034701,034701,1,2,2,288,12,2,12,0,600,0,0,1,1,1,50,1,6,0,0,3,1,2150,0,0,0,0,0,0,0,0,57,0,958
555,648,655,0,034701,034701,1,2,2,336,12,2,12,0,600,0,0,1,1,1,50,1,7,0,0,3,1,4300,0,0,0,0,0,0,0,0,57,0,958
551,645,652,0,034701,034701,1,2,2,144,12,2,12,0,600,0,0,1,4,1,20,1,3,366,0,3,1,268,0,0,0,0,0,0,0,0,57,0,958
552,649,656,0,034701,034701,1,2,2,192,12,2,12,0,600,0,0,1,4,1,30,1,4,367,0,3,1,537,0,0,0,0,0,0,0,0,57,0,958
553,647,654,0,034701,034701,1,2,2,240,12,2,12,0,600,0,0,1,4,1,50,1,5,368,0,3,1,1075,0,0,0,0,0,0,0,0,57,0,958
554,651,658,0,034701,034701,1,2,2,288,12,2,12,0,600,0,0,1,4,1,50,1,6,369,0,3,1,2150,0,0,0,0,0,0,0,0,57,0,958
555,648,655,0,034701,034701,1,2,2,336,12,2,12,0,600,0,0,1,4,1,50,1,7,370,0,3,1,4300,0,0,0,0,0,0,0,0,57,0,958
551,645,652,0,034701,034701,1,2,2,144,12,2,12,0,600,0,0,1,5,1,20,1,3,366,678,3,1,268,0,0,0,0,0,0,0,0,57,0,958
552,649,656,0,034701,034701,1,2,2,192,12,2,12,0,600,0,0,1,5,1,30,1,4,367,679,3,1,537,0,0,0,0,0,0,0,0,57,0,958
553,647,654,0,034701,034701,1,2,2,240,12,2,12,0,600,0,0,1,5,1,50,1,5,368,680,3,1,1075,0,0,0,0,0,0,0,0,57,0,958
554,651,658,0,034701,034701,1,2,2,288,12,2,12,0,600,0,0,1,5,1,50,1,6,369,681,3,1,2150,0,0,0,0,0,0,0,0,57,0,958
555,648,655,0,034701,034701,1,2,2,336,12,2,12,0,600,0,0,1,5,1,50,1,7,370,682,3,1,4300,0,0,0,0,0,0,0,0,57,0,958
556,645,652,0,034701,034701,1,2,2,144,12,2,12,0,600,0,0,1,1,1,20,1,0,0,0,3,0,268,0,0,0,0,0,0,0,0,57,0,958
557,649,656,0,034701,034701,1,2,2,192,12,2,12,0,600,0,0,1,1,1,30,1,0,0,0,3,0,537,0,0,0,0,0,0,0,0,57,0,958
558,647,654,0,034701,034701,1,2,2,240,12,2,12,0,600,0,0,1,1,1,50,1,0,0,0,3,0,1075,0,0,0,0,0,0,0,0,57,0,958
559,651,658,0,034701,034701,1,2,2,288,12,2,12,0,600,0,0,1,1,1,50,1,0,0,0,3,0,2150,0,0,0,0,0,0,0,0,57,0,958
560,646,653,0,034701,034701,1,2,2,336,12,2,12,0,600,0,0,1,1,1,50,1,0,0,0,3,0,4300,0,0,0,0,0,0,0,0,57,0,958
561,645,652,0,034701,034701,1,2,2,256,12,2,12,0,480,0,0,1,1,5,20,1,0,0,0,5,1,268,0,0,0,0,0,0,0,0,57,0,958
562,649,656,0,034701,034701,1,2,2,344,12,2,12,0,480,0,0,1,1,5,30,1,0,0,0,5,1,537,0,0,0,0,0,0,0,0,57,0,958
563,648,655,0,034701,034701,1,2,2,432,12,2,12,0,480,0,0,1,1,5,50,1,0,0,0,5,2,1075,0,0,0,0,0,0,0,0,57,0,958
564,651,658,0,034701,034701,1,2,2,512,12,2,12,0,480,0,0,1,1,5,50,1,0,0,0,5,2,2150,0,0,0,0,0,0,0,0,57,0,958
565,650,657,0,034701,034701,1,2,2,600,12,2,12,0,480,0,0,1,1,5,50,1,0,0,0,5,2,4300,0,0,0,0,0,0,0,0,57,0,958
566,729,736,0,034301,034301,1,2,2,120,10,1,12,0,600,0,0,1,1,1,20,1,123,0,0,3,1,224,0,0,0,0,0,0,0,0,64,0,964
567,735,742,0,034301,034301,1,2,2,160,10,1,12,0,600,0,0,1,1,1,30,1,124,0,0,3,1,448,0,0,0,0,0,0,0,0,64,0,964
568,733,740,0,034301,034301,1,2,2,200,10,1,12,0,600,0,0,1,1,1,50,1,125,0,0,3,1,896,0,0,0,0,0,0,0,0,64,0,964
569,732,739,0,034301,034301,1,2,2,240,10,1,12,0,600,0,0,1,1,1,50,1,126,0,0,3,1,1792,0,0,0,0,0,0,0,0,64,0,964
570,734,741,0,034301,034301,1,2,2,280,10,1,12,0,600,0,0,1,1,1,50,1,127,0,0,3,1,3584,0,0,0,0,0,0,0,0,64,0,964
566,729,736,0,034301,034301,1,2,2,120,12,1,12,0,600,0,0,1,4,1,20,1,123,698,0,3,1,224,0,0,0,0,0,0,0,0,64,0,964
567,735,742,0,034301,034301,1,2,2,160,12,1,12,0,600,0,0,1,4,1,30,1,124,699,0,3,1,448,0,0,0,0,0,0,0,0,64,0,964
568,733,740,0,034301,034301,1,2,2,200,12,1,12,0,600,0,0,1,4,1,50,1,125,700,0,3,1,896,0,0,0,0,0,0,0,0,64,0,964
569,732,739,0,034301,034301,1,2,2,240,12,1,12,0,600,0,0,1,4,1,50,1,126,701,0,3,1,1792,0,0,0,0,0,0,0,0,64,0,964
570,734,741,0,034301,034301,1,2,2,280,12,1,12,0,600,0,0,1,4,1,50,1,127,702,0,3,1,3584,0,0,0,0,0,0,0,0,64,0,964
566,729,736,0,034301,034301,1,2,2,120,12,1,12,0,600,0,0,1,5,1,20,1,123,698,678,3,1,224,0,0,0,0,0,0,0,0,64,0,964
567,735,742,0,034301,034301,1,2,2,160,12,1,12,0,600,0,0,1,5,1,30,1,124,699,679,3,1,448,0,0,0,0,0,0,0,0,64,0,964
568,733,740,0,034301,034301,1,2,2,200,12,1,12,0,600,0,0,1,5,1,50,1,125,700,680,3,1,896,0,0,0,0,0,0,0,0,64,0,964
569,732,739,0,034301,034301,1,2,2,240,12,1,12,0,600,0,0,1,5,1,50,1,126,701,681,3,1,1792,0,0,0,0,0,0,0,0,64,0,964
570,734,741,0,034301,034301,1,2,2,280,12,1,12,0,600,0,0,1,5,1,50,1,127,702,682,3,1,3584,0,0,0,0,0,0,0,0,64,0,964
571,729,736,0,034301,034301,1,2,2,120,12,1,12,0,600,0,0,1,1,1,20,1,0,0,0,3,0,224,0,0,0,0,0,0,0,0,64,0,964
572,735,742,0,034301,034301,1,2,2,160,12,1,12,0,600,0,0,1,1,1,30,1,0,0,0,3,0,448,0,0,0,0,0,0,0,0,64,0,964
573,733,740,0,034301,034301,1,2,2,200,12,1,12,0,600,0,0,1,1,1,50,1,0,0,0,3,0,896,0,0,0,0,0,0,0,0,64,0,964
574,732,739,0,034301,034301,1,2,2,240,12,1,12,0,600,0,0,1,1,1,50,1,0,0,0,3,0,1792,0,0,0,0,0,0,0,0,64,0,964
575,730,737,0,034301,034301,1,2,2,280,12,1,12,0,600,0,0,1,1,1,50,1,0,0,0,3,0,3584,0,0,0,0,0,0,0,0,64,0,964
576,729,736,0,034301,034301,1,2,2,216,12,1,12,0,480,0,0,1,1,5,20,1,0,0,0,5,1,224,0,0,0,0,0,0,0,0,64,0,964
577,735,742,0,034301,034301,1,2,2,288,12,1,12,0,480,0,0,1,1,5,30,1,0,0,0,5,1,448,0,0,0,0,0,0,0,0,64,0,964
578,734,741,0,034301,034301,1,2,2,360,12,1,12,0,480,0,0,1,1,5,50,1,0,0,0,5,2,896,0,0,0,0,0,0,0,0,64,0,964
579,732,739,0,034301,034301,1,2,2,432,12,1,12,0,480,0,0,1,1,5,50,1,0,0,0,5,2,1792,0,0,0,0,0,0,0,0,64,0,964
580,731,738,0,034301,034301,1,2,2,504,12,1,12,0,480,0,0,1,1,5,50,1,0,0,0,5,2,3584,0,0,0,0,0,0,0,0,64,0,964
581,449,0,0,010201,010201,2,2,2,16800,15,6,0,0,1800,0,0,1,1,1,20,3,566,0,0,3,1,896,0,0,0,0,0,0,0,0,37,0,938
582,451,0,0,010201,010201,2,2,2,22400,15,6,0,0,1800,0,0,1,1,1,30,3,567,0,0,3,1,1792,0,0,0,0,0,0,0,0,37,0,938
583,453,0,0,010201,010201,2,2,2,28000,15,6,0,0,1800,0,0,1,1,1,50,3,568,0,0,3,1,3584,0,0,0,0,0,0,0,0,37,0,938
584,452,0,0,010201,010201,2,2,2,33600,15,6,0,0,1800,0,0,1,1,1,50,3,569,0,0,3,1,7168,0,0,0,0,0,0,0,0,37,0,938
585,454,0,0,010201,010201,2,2,2,39200,15,6,0,0,1800,0,0,1,1,1,50,3,570,0,0,3,1,14336,0,0,0,0,0,0,0,0,37,0,938
581,449,0,0,010201,010201,2,2,2,16800,15,6,0,0,1800,0,0,1,4,1,20,3,566,2224,0,3,1,896,0,0,0,0,0,0,0,0,37,0,938
582,451,0,0,010201,010201,2,2,2,22400,15,6,0,0,1800,0,0,1,4,1,30,3,567,2225,0,3,1,1792,0,0,0,0,0,0,0,0,37,0,938
583,453,0,0,010201,010201,2,2,2,28000,15,6,0,0,1800,0,0,1,4,1,50,3,568,2226,0,3,1,3584,0,0,0,0,0,0,0,0,37,0,938
584,452,0,0,010201,010201,2,2,2,33600,15,6,0,0,1800,0,0,1,4,1,50,3,569,2227,0,3,1,7168,0,0,0,0,0,0,0,0,37,0,938
585,454,0,0,010201,010201,2,2,2,39200,15,6,0,0,1800,0,0,1,4,1,50,3,570,2228,0,3,1,14336,0,0,0,0,0,0,0,0,37,0,938
581,449,0,0,010201,010201,2,2,2,16800,15,6,0,0,1800,0,0,1,5,1,20,3,566,2224,486,3,1,896,0,0,0,0,0,0,0,0,37,0,938
582,451,0,0,010201,010201,2,2,2,22400,15,6,0,0,1800,0,0,1,5,1,30,3,567,2225,487,3,1,1792,0,0,0,0,0,0,0,0,37,0,938
583,453,0,0,010201,010201,2,2,2,28000,15,6,0,0,1800,0,0,1,5,1,50,3,568,2226,488,3,1,3584,0,0,0,0,0,0,0,0,37,0,938
584,452,0,0,010201,010201,2,2,2,33600,15,6,0,0,1800,0,0,1,5,1,50,3,569,2227,489,3,1,7168,0,0,0,0,0,0,0,0,37,0,938
585,454,0,0,010201,010201,2,2,2,39200,15,6,0,0,1800,0,0,1,5,1,50,3,570,2228,490,3,1,14336,0,0,0,0,0,0,0,0,37,0,938
586,449,0,0,010201,010201,2,2,2,16800,15,6,0,0,1800,0,0,1,1,1,20,3,0,0,0,3,0,896,0,0,0,0,0,0,0,0,37,0,938
587,451,0,0,010201,010201,2,2,2,22400,15,6,0,0,1800,0,0,1,1,1,30,3,0,0,0,3,0,1792,0,0,0,0,0,0,0,0,37,0,938
588,453,0,0,010201,010201,2,2,2,28000,15,6,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,3584,0,0,0,0,0,0,0,0,37,0,938
589,452,0,0,010201,010201,2,2,2,33600,15,6,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,7168,0,0,0,0,0,0,0,0,37,0,938
590,450,0,0,010201,010201,2,2,2,39200,15,6,0,0,1800,0,0,1,1,1,50,3,0,0,0,3,0,14336,0,0,0,0,0,0,0,0,37,0,938
591,449,0,0,010201,010201,2,2,2,21000,15,6,0,0,1440,0,0,1,1,5,20,3,0,0,0,5,1,896,0,0,0,0,0,0,0,0,37,0,938
592,451,0,0,010201,010201,2,2,2,28000,15,6,0,0,1440,0,0,1,1,5,30,3,0,0,0,5,1,1792,0,0,0,0,0,0,0,0,37,0,938
593,454,0,0,010201,010201,2,2,2,35000,15,6,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,3584,0,0,0,0,0,0,0,0,37,0,938
594,452,0,0,010201,010201,2,2,2,42000,15,6,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,7168,0,0,0,0,0,0,0,0,37,0,938
595,455,0,0,010201,010201,2,2,2,49000,15,6,0,0,1440,0,0,1,1,5,50,3,0,0,0,5,2,14336,0,0,0,0,0,0,0,0,37,0,938
596,456,0,0,010202,010202,2,2,2,9600,25,6,0,0,1800,0,0,1,1,1,30,3,567,0,0,3,1,1792,0,0,0,0,0,0,0,0,38,0,939
597,460,0,0,010202,010202,2,2,2,12000,25,6,0,0,1800,0,0,1,1,1,50,3,568,0,0,3,1,3584,0,0,0,0,0,0,0,0,38,0,939
598,459,0,0,010202,010202,2,2,2,14400,25,6,0,0,1800,0,0,1,1,1,50,3,569,0,0,3,1,7168,0,0,0,0,0,0,0,0,38,0,939
599,461,0,0,010202,010202,2,2,2,16800,25,6,0,0,1800,0,0,1,1,1,50,3,570,0,0,3,1,14336,0,0,0,0,0,0,0,0,38,0,939
596,458,0,0,010202,010202,2,2,2,9600,25,6,0,0,1800,0,0,1,4,1,30,3,567,607,0,3,1,1792,0,0,0,0,0,0,0,0,38,0,939
597,460,0,0,010202,010202,2,2,2,12000,25,6,0,0,1800,0,0,1,4,1,50,3,568,608,0,3,1,3584,0,0,0,0,0,0,0,0,38,0,939
598,459,0,0,010202,010202,2,2,2,14400,25,6,0,0,1800,0,0,1,4,1,50,3,569,609,0,3,1,7168,0,0,0,0,0,0,0,0,38,0,939
599,461,0,0,010202,010202,2,2,2,16800,25,6,0,0,1800,0,0,1,4,1,50,3,570,610,0,3,1,14336,0,0,0,0,0,0,0,0,38,0,939
596,458,0,0,010202,010202,2,2,2,9600,25,6,0,0,1800,0,0,1,5,1,30,3,567,607,487,3,1,1792,0,0,0,0,0,0,0,0,38,0,939
597,460,0,0,010202,010202,2,2,2,12000,25,6,0,0,1800,0,0,1,5,1,50,3,568,608,488,3,1,3584,0,0,0,0,0,0,0,0,38,0,939
598,459,0,0,010202,010202,2,2,2,14400,25,6,0,0,1800,0,0,1,5,1,50,3,569,609,489,3,1,7168,0,0,0,0,0,0,0,0,38,0,939
599,461,0,0,010202,010202,2,2,2,16800,25,6,0,0,1800,0,0,1,5,1,50,3,570,610,490,3,1,14336,0,0,0,0,0,0,0,0,38,0,939
600,458,0,0,010202,010202,2,2,2,9600,25,6,0,0,1800,0,0,1,1,1,30,3,0,0,0,3,1,1792,0,0,0,0,0,0,0,0,38,0,939
