Resource {7},Motion {7},MtpInChara {7},MtpInWpn {7},MtpOutChara {7},MtpOutWpn {7},Cartridge {1}
wd/wd0122075r,wd/wd012207r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0122076r,wd/wd012207r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012207l,wd/wd012207l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122071l,wd/wd012207l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122072l,wd/wd012207l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122073l,wd/wd012207l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122074l,wd/wd012207l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122075l,wd/wd012207l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122076l,wd/wd012207l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012211r,wd/wd012211r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0122111r,wd/wd012211r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0122112r,wd/wd012211r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0122113r,wd/wd012211r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0122114r,wd/wd012211r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0122115r,wd/wd012211r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0122116r,wd/wd012211r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012211l,wd/wd012211l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122111l,wd/wd012211l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122112l,wd/wd012211l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122113l,wd/wd012211l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122114l,wd/wd012211l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122115l,wd/wd012211l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0122116l,wd/wd012211l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd013001r,wd/wd013001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130011r,wd/wd013001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130012r,wd/wd013001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130013r,wd/wd013001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130014r,wd/wd013001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130015r,wd/wd013001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130016r,wd/wd013001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd013001l,wd/wd013001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130011l,wd/wd013001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130012l,wd/wd013001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130013l,wd/wd013001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130014l,wd/wd013001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130015l,wd/wd013001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130016l,wd/wd013001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd013005r,wd/wd013005r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130051r,wd/wd013005r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130052r,wd/wd013005r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130053r,wd/wd013005r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130054r,wd/wd013005r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130055r,wd/wd013005r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0130056r,wd/wd013005r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd013005l,wd/wd013005l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130051l,wd/wd013005l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130052l,wd/wd013005l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130053l,wd/wd013005l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130054l,wd/wd013005l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130055l,wd/wd013005l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0130056l,wd/wd013005l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012301r,wd/wd012301r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0123011r,wd/wd012301r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0123012r,wd/wd012301r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0123013r,wd/wd012301r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0123014r,wd/wd012301r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0123015r,wd/wd012301r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0123016r,wd/wd012301r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012301l,wd/wd012301l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0123011l,wd/wd012301l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0123012l,wd/wd012301l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0123013l,wd/wd012301l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0123014l,wd/wd012301l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0123015l,wd/wd012301l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0123016l,wd/wd012301l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012901r,wd/wd012901r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0129011r,wd/wd012901r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0129012r,wd/wd012901r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0129013r,wd/wd012901r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0129014r,wd/wd012901r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0129015r,wd/wd012901r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0129016r,wd/wd012901r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012901l,wd/wd012901l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0129011l,wd/wd012901l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0129012l,wd/wd012901l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0129013l,wd/wd012901l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0129014l,wd/wd012901l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0129015l,wd/wd012901l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0129016l,wd/wd012901l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012401r,wd/wd012401r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124011r,wd/wd012401r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124012r,wd/wd012401r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124013r,wd/wd012401r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124014r,wd/wd012401r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124015r,wd/wd012401r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124016r,wd/wd012401r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012401l,wd/wd012401l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124011l,wd/wd012401l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124012l,wd/wd012401l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124013l,wd/wd012401l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124014l,wd/wd012401l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124015l,wd/wd012401l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124016l,wd/wd012401l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012406r,wd/wd012406r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124061r,wd/wd012406r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124062r,wd/wd012406r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124063r,wd/wd012406r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124064r,wd/wd012406r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124065r,wd/wd012406r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124066r,wd/wd012406r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012406l,wd/wd012406l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124061l,wd/wd012406l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124062l,wd/wd012406l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124063l,wd/wd012406l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124064l,wd/wd012406l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124065l,wd/wd012406l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124066l,wd/wd012406l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012410r,wd/wd012410r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124101r,wd/wd012410r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124102r,wd/wd012410r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124103r,wd/wd012410r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124104r,wd/wd012410r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124105r,wd/wd012410r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0124106r,wd/wd012410r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012410l,wd/wd012410l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124101l,wd/wd012410l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124102l,wd/wd012410l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124103l,wd/wd012410l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124104l,wd/wd012410l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124105l,wd/wd012410l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0124106l,wd/wd012410l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012801r,wd/wd012801r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0128011r,wd/wd012801r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0128012r,wd/wd012801r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0128013r,wd/wd012801r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0128014r,wd/wd012801r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0128015r,wd/wd012801r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0128016r,wd/wd012801r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012801l,wd/wd012801l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0128011l,wd/wd012801l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0128012l,wd/wd012801l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0128013l,wd/wd012801l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0128014l,wd/wd012801l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0128015l,wd/wd012801l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0128016l,wd/wd012801l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012601r,wd/wd012601r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126011r,wd/wd012601r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126012r,wd/wd012601r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126013r,wd/wd012601r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126014r,wd/wd012601r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126015r,wd/wd012601r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126016r,wd/wd012601r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012601l,wd/wd012601l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126011l,wd/wd012601l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126012l,wd/wd012601l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126013l,wd/wd012601l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126014l,wd/wd012601l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126015l,wd/wd012601l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126016l,wd/wd012601l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012605r,wd/wd012605r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126051r,wd/wd012605r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126052r,wd/wd012605r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126053r,wd/wd012605r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126054r,wd/wd012605r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126055r,wd/wd012605r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0126056r,wd/wd012605r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012605l,wd/wd012605l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126051l,wd/wd012605l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126052l,wd/wd012605l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126053l,wd/wd012605l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126054l,wd/wd012605l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126055l,wd/wd012605l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0126056l,wd/wd012605l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd012501r,wd/wd012501r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0125011r,wd/wd012501r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0125012r,wd/wd012501r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0125013r,wd/wd012501r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0125014r,wd/wd012501r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0125015r,wd/wd012501r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd0125016r,wd/wd012501r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd012501l,wd/wd012501l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0125011l,wd/wd012501l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0125012l,wd/wd012501l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0125013l,wd/wd012501l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0125014l,wd/wd012501l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0125015l,wd/wd012501l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd0125016l,wd/wd012501l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd302001r,wd/wd302001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3020011r,wd/wd302001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3020012r,wd/wd302001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3020013r,wd/wd302001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3020014r,wd/wd302001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3020015r,wd/wd302001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3020016r,wd/wd302001r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd302001l,wd/wd302001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3020011l,wd/wd302001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3020012l,wd/wd302001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3020013l,wd/wd302001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3020014l,wd/wd302001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3020015l,wd/wd302001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3020016l,wd/wd302001l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd302101r,wd/wd302101r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3021011r,wd/wd302101r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3021012r,wd/wd302101r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3021013r,wd/wd302101r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3021014r,wd/wd302101r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3021015r,wd/wd302101r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd3021016r,wd/wd302101r,LF_WD_WT_R,LF_WD_WT_R_W,LF_WD_HD_R,LF_WD_HD_R_W,0
wd/wd302101l,wd/wd302101l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3021011l,wd/wd302101l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3021012l,wd/wd302101l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
wd/wd3021013l,wd/wd302101l,LF_WD_WT_L,LF_WD_WT_L_W,LF_WD_HD_L,LF_WD_HD_L_W,0
