hashID {9},Title {2},Description {2},StatsID {2},Count {3},Type {1},sortID {2},Disp {1},HideGoal {1},Unlock {1},Title_replace_ms {1},Title_replace_id {2},Desc_replace_ms {1},Desc_replace_id {2}
<0E6F0FF2>,479,1467,550,500,2,7610,1,0,0,0,0,0,0
<86647DE6>,480,1468,550,1000,2,7620,1,0,0,0,0,0,0
<B77A2017>,481,1469,550,2000,2,7630,1,0,0,0,0,0,0
<F0747070>,482,1470,578,1,2,7700,1,2,0,0,0,0,0
<E089E2C1>,483,1471,579,1,2,7710,1,2,0,0,0,0,0
<7A9DA3FD>,484,1472,580,1,2,7720,1,0,0,0,0,0,0
<73714354>,485,1473,580,25,2,7730,1,0,0,0,0,0,0
<90B03EEC>,486,1474,581,1,2,7740,1,0,0,0,0,0,0
<329E2331>,487,1475,581,5,2,7750,1,0,0,0,0,0,0
<EFFAB2DE>,488,1476,581,10,2,7760,1,0,0,0,0,0,0
<9640AA28>,489,1477,582,1,2,7770,1,0,0,0,0,0,0
<53CF1E6D>,490,1478,582,5,2,7780,1,0,0,0,0,0,0
<FE388C3B>,491,1479,197,1,2,7790,1,2,0,0,0,0,0
<A8AE700C>,492,1480,549,1,2,7800,1,0,0,0,0,0,0
<655FEBED>,493,1481,549,100,2,7810,1,0,0,0,0,0,0
<66736DC1>,494,1482,549,250,2,7820,1,0,0,0,0,0,0
<6DA515B0>,495,1483,549,500,2,7830,1,1,0,0,0,0,0
<7AFC62A1>,496,1484,798,2,2,7900,0,2,0,0,0,0,0
<0BB86CBF>,497,1485,799,2,2,7910,0,2,0,0,0,0,0
<67FCED44>,498,1486,800,2,2,7920,0,2,0,0,0,0,0
<F245EE01>,499,1487,270,1,2,7930,0,2,0,0,0,0,0
<755FA13D>,500,1488,689,100,2,8000,1,0,0,0,0,0,0
<30A6A634>,501,1489,689,300,2,8010,1,0,0,0,0,0,0
<D3FF0024>,502,1490,689,600,2,8020,1,0,0,0,0,0,0
<2ED6BB61>,503,1491,670,30,2,8100,1,0,0,0,0,0,0
<4D99CB3A>,504,1492,670,50,2,8110,1,0,0,0,0,0,0
<3FECB433>,505,1493,670,104,2,8120,1,1,0,0,0,0,0
<F9A1D6F1>,506,1494,272,1,2,8200,1,2,0,0,0,0,0
<A54799BB>,507,1495,273,1,2,8210,1,2,0,0,0,0,0
<FA2C781E>,508,1496,274,1,2,8220,1,2,0,0,0,0,0
<A97002C7>,509,1497,672,300000,2,8300,1,0,0,0,0,0,0
<D87491BF>,510,1498,672,1000000,2,8310,1,0,0,0,0,0,0
<56986114>,511,1499,672,3000000,2,8320,1,0,0,0,0,0,0
<F04D9680>,512,1500,673,10000,2,8400,1,0,0,0,0,0,0
<A99FA913>,513,1501,673,100000,2,8410,1,0,0,0,0,0,0
<CA7CA814>,514,1502,673,1000000,2,8420,1,0,0,0,0,0,0
<A09410A6>,515,1503,675,1,2,8500,1,0,0,0,0,0,0
<E1685841>,516,1504,675,100,2,8510,1,0,0,0,0,0,0
<14E8D850>,517,1505,675,500,2,8520,1,0,0,0,0,0,0
<CA87C80B>,518,1506,675,1000,2,8530,1,0,0,0,0,0,0
<7A01FF55>,519,1507,671,1,2,8600,1,0,0,0,0,0,0
<3C3F8B17>,520,1508,671,100,2,8610,1,0,0,0,0,0,0
<427C651F>,521,1509,674,100,2,8700,1,0,0,0,0,0,0
<52F31537>,522,1510,674,300,2,8710,1,0,0,0,0,0,0
<CE0B7C10>,523,1511,690,1,2,8800,1,0,0,0,0,0,0
<DBB6DB7D>,524,1512,690,4,2,8810,1,0,0,0,0,0,0
<5E7B4F05>,525,1513,690,30,2,8820,1,0,0,0,0,0,0
<2F6AB8C3>,526,1514,547,1,2,8900,1,2,0,0,0,0,0
<4639B250>,527,1515,552,1,2,9000,1,2,0,0,0,0,0
<2B9BA17A>,531,1519,786,100000,2,9300,1,0,0,0,0,0,0
<46104E0A>,532,1520,786,1000000,2,9310,1,0,0,0,0,0,0
<CC698E1A>,533,1521,786,10000000,2,9320,1,0,0,0,0,0,0
<5C76032C>,534,1522,691,50000,2,9400,1,0,0,0,0,0,0
<BD2E5454>,535,1523,691,500000,2,9410,1,0,0,0,0,0,0
<7FFC3A89>,536,1524,691,5000000,2,9420,1,0,0,0,0,0,0
<08FA1D75>,537,1525,692,1,2,9500,1,0,0,0,0,0,0
<1786C7D8>,538,1526,692,50,2,9510,1,0,0,0,0,0,0
<8FBF5A64>,539,1527,692,777,2,9520,0,0,0,0,0,0,0
<2376A86E>,540,1528,568,1,2,9600,0,2,0,0,0,0,0
<46FA2885>,541,1529,196,1,2,9700,0,2,0,0,0,0,0
<E24975FA>,544,1533,784,2,2,9900,0,0,0,0,0,0,0
<8F8ABE92>,545,1534,784,10,2,9910,0,0,0,0,0,0,0
<92106D6A>,546,1535,785,10000,2,10000,0,0,0,0,0,0,0
<9E92E1D7>,547,1536,785,50000,2,10010,0,0,0,0,0,0,0
<6BEACCA4>,548,1537,785,200000,2,10020,0,0,0,0,0,0,0
<3302C059>,549,1538,567,20,2,10100,1,0,0,0,0,0,0
<7A10FF04>,550,1539,567,100,2,10110,1,0,0,0,0,0,0
<FFD30FFC>,551,1540,567,500,2,10120,1,0,0,0,0,0,0
<28801C29>,552,1541,702,100,2,10200,1,0,0,0,0,0,0
<B1BA6E5C>,553,1542,703,100,2,10210,1,0,0,0,0,0,0
<03CADC82>,554,1543,704,100,2,10220,1,0,0,0,0,0,0
<248628D9>,1895,1896,338,1,2,6339,1,2,0,1,62,1,62
<569E1086>,1897,1902,345,1,2,6325,1,2,0,1,587,1,587
<2B680DF7>,1898,1903,346,1,2,6340,1,2,0,1,588,1,588
<85CE520F>,1899,1904,347,1,2,6341,1,2,0,1,589,1,589
<D2ACF225>,1900,1905,348,1,2,6342,1,2,0,1,590,1,590
<573E116E>,1901,1906,349,1,2,6343,1,2,0,1,591,1,591
<5F0A9553>,559,1544,260,1,1,10300,0,2,0,0,0,0,0
<752F472E>,560,1545,680,1,1,10400,0,0,0,0,0,0,0
<B581859C>,561,1546,680,10,1,10410,0,0,0,0,0,0,0
<A980CBB0>,562,1547,680,100,1,10420,0,0,0,0,0,0,0
<0C12C4B0>,563,1548,680,300,1,10430,0,0,0,0,0,0,0
<C3DB8258>,564,1549,261,1,1,10500,0,2,0,0,0,0,0
<1E0CCC1F>,565,1550,553,1,1,10600,1,0,0,0,0,0,0
<9A9292C3>,566,1551,553,100,1,10610,1,0,0,0,0,0,0
<304A4424>,567,1552,554,1,1,10700,1,0,0,0,0,0,0
<0AFD76BF>,568,1553,554,250,1,10710,1,0,0,0,0,0,0
<7D0C6C73>,569,1554,646,500,1,10720,1,0,0,0,0,0,0
<E50A05CB>,570,1555,647,1000,1,10730,1,0,0,0,0,0,0
<1BE6E308>,571,1556,555,1,1,10800,1,2,0,0,0,0,0
<B1A954D5>,572,1557,556,1,1,10900,1,2,0,0,0,0,0
<69473335>,573,1558,558,1,1,11000,1,0,0,0,0,0,0
<391DAF8D>,574,1559,558,100,1,11010,1,0,0,0,0,0,0
<7A7349AB>,575,1560,558,1000,1,11020,1,0,0,0,0,0,0
<E6862D4D>,576,1561,558,2000,1,11030,1,0,0,0,0,0,0
<C499BD56>,577,1562,648,1,1,11100,1,0,0,0,0,0,0
<3D1EDD16>,578,1563,648,3,1,11110,1,0,0,0,0,0,0
<AF347E5C>,579,1564,648,10,1,11120,1,0,0,0,0,0,0
<DD3E66D9>,580,1565,648,50,1,11130,1,0,0,0,0,0,0
<693BCD2E>,581,1566,649,1,1,11200,1,0,0,0,0,0,0
<72822E6D>,582,1567,649,100,1,11210,1,0,0,0,0,0,0
<E10A7A3B>,583,1568,797,10,1,11300,1,0,0,0,0,0,0
<4D184FC1>,584,1569,797,20,1,11310,1,0,0,0,0,0,0
<D5E41280>,585,1570,797,30,1,11320,1,0,0,0,0,0,0
<B3B614DE>,586,1571,797,40,1,11330,1,0,0,0,0,0,0
<A9C3495F>,587,1572,797,50,1,11340,1,0,0,0,0,0,0
<F4EB0197>,588,1573,797,60,1,11350,1,0,0,0,0,0,0
<02B839BB>,589,1574,651,4,1,11400,1,0,0,0,0,0,0
<3BACAE77>,590,1575,651,8,1,11410,1,0,0,0,0,0,0
<D653B92E>,591,1576,651,16,1,11420,1,1,0,0,0,0,0
<04433D0A>,592,1577,652,8,1,11500,1,0,0,0,0,0,0
<EF403232>,593,1578,652,16,1,11510,1,0,0,0,0,0,0
<0485E3A0>,594,1579,652,32,1,11520,1,1,0,0,0,0,0
<C193594F>,595,1580,241,1,1,11600,1,0,0,0,0,0,0
<0477FC87>,596,1581,242,1,1,11601,1,0,0,0,0,0,0
<732106BA>,597,1582,243,1,1,11602,1,0,0,0,0,0,0
<CB74B1E3>,598,1583,244,1,1,11603,1,0,0,0,0,0,0
<7F5BC4DC>,599,1584,245,1,1,11604,1,0,0,0,0,0,0
<82DEA9C1>,600,1585,246,1,1,11605,1,0,0,0,0,0,0
<D8E0C45D>,601,1586,247,1,1,11606,1,0,0,0,0,0,0
<A0B41AF8>,602,1587,248,1,1,11607,1,0,0,0,0,0,0
<1ACB3BCB>,603,1588,249,1,1,11608,1,0,0,0,0,0,0
<17BF9F36>,604,1589,250,1,1,11609,1,0,0,0,0,0,0
<12E25B55>,605,1590,251,1,1,11610,1,0,0,0,0,0,0
<60B5A2E8>,606,1591,252,1,1,11611,1,0,0,0,0,0,0
<7344F688>,607,1592,253,1,1,11612,1,0,0,0,0,0,0
<F785DD50>,608,1593,254,1,1,11613,1,0,0,0,0,0,0
<FAFDAD2F>,609,1594,255,1,1,11614,1,0,0,0,0,0,0
<8E6222BF>,610,1595,256,1,1,11615,1,0,0,0,0,0,0
<B9E33CA9>,614,1599,653,1,1,11800,0,2,0,0,0,0,0
<2718A338>,615,1600,654,1,1,11900,1,2,0,0,0,0,0
<1A444D0F>,616,1601,655,1,1,12000,1,2,0,0,0,0,0
<75DFA666>,617,1602,656,1,1,12100,0,2,0,0,0,0,0
<426378EB>,618,1603,657,1,1,12200,0,2,0,0,0,0,0
<70E3BD06>,619,1604,658,100,1,12210,1,0,0,0,0,0,0
<DCDC277F>,620,1605,555,100,1,12300,0,0,0,0,0,0,0
<94E2D002>,621,1606,659,1,1,12400,1,0,0,0,0,0,0
<DC0B50B7>,622,1607,659,10,1,12410,1,0,0,0,0,0,0
<060EC642>,623,1608,659,500,1,12420,1,0,0,0,0,0,0
<F18536EB>,624,1609,659,1000,1,12430,1,0,0,0,0,0,0
<894B8BDC>,630,1615,262,0,1,12700,0,2,0,0,0,0,0
<36102D9F>,631,1616,263,0,1,12710,0,2,0,0,0,0,0
<9D89978E>,632,1617,264,0,1,12720,0,2,0,0,0,0,0
<E2637224>,633,1618,265,0,1,12730,0,2,0,0,0,0,0
<5ECFA297>,634,1619,266,0,1,12740,0,2,0,0,0,0,0
<78B53B46>,635,1620,267,0,1,12750,0,2,0,0,0,0,0
<8A68EE99>,636,1621,268,0,1,12760,0,2,0,0,0,0,0
<53390D77>,637,1622,269,0,1,12770,0,2,0,0,0,0,0
<EBDB2D16>,638,1623,661,30,1,12800,0,0,0,0,0,0,0
<10945903>,639,1624,661,100,1,12810,0,0,0,0,0,0,0
<8335C6D7>,640,1625,512,10,1,12900,0,0,0,0,0,4,1
<2F87B123>,641,1626,512,30,1,12910,0,0,0,0,0,4,1
<FE7F78C7>,642,1627,512,100,1,12920,0,0,0,0,0,4,1
<2A52E504>,643,1628,513,10,1,13000,1,0,0,0,0,4,8
<3792ACB2>,644,1629,513,30,1,13010,1,0,0,0,0,4,8
<B0F6A05C>,645,1630,513,100,1,13020,1,0,0,0,0,4,8
<050A92E3>,646,1631,514,10,1,13100,1,0,0,0,0,4,9
<1C808CD6>,647,1632,514,30,1,13110,1,0,0,0,0,4,9
<709F2C19>,648,1633,514,100,1,13120,1,0,0,0,0,4,9
<C05E2866>,649,1634,515,10,1,13200,1,0,0,0,0,4,10
<529670AF>,650,1635,515,30,1,13210,1,0,0,0,0,4,10
<7A75A21C>,651,1636,515,100,1,13220,1,0,0,0,0,4,10
<18B26BD6>,652,1637,516,10,1,13300,1,0,0,0,0,4,11
<BA973EC5>,653,1638,516,30,1,13310,1,0,0,0,0,4,11
<F857123A>,654,1639,516,100,1,13320,1,0,0,0,0,4,11
<644EE616>,655,1640,517,10,1,13400,1,0,0,0,0,4,12
<5F6821EC>,656,1641,517,30,1,13410,1,0,0,0,0,4,12
<89E8F2B8>,657,1642,517,100,1,13420,1,0,0,0,0,4,12
<61CEB66C>,658,1643,518,10,1,13500,1,0,0,0,0,4,13
<4221A637>,659,1644,518,30,1,13510,1,0,0,0,0,4,13
<63AA2F99>,660,1645,518,100,1,13520,1,0,0,0,0,4,13
<23985BFC>,661,1646,519,10,1,13600,1,0,0,0,0,4,15
<26151820>,662,1647,519,30,1,13610,1,0,0,0,0,4,15
<0205CD1F>,663,1648,519,100,1,13620,1,0,0,0,0,4,15
<D9FF6E97>,664,1649,520,10,1,13700,1,0,0,0,0,4,16
<6FC83C1A>,665,1650,520,30,1,13710,1,0,0,0,0,4,16
<D82AE7C6>,666,1651,520,100,1,13720,1,0,0,0,0,4,16
<F988B974>,667,1652,521,10,1,13800,1,0,0,0,0,4,17
<7A660789>,668,1653,521,30,1,13810,1,0,0,0,0,4,17
<EFB9DE7A>,669,1654,521,100,1,13820,1,0,0,0,0,4,17
<A9F2D991>,670,1655,522,10,1,13900,1,0,0,0,0,4,18
<E9BE4968>,671,1656,522,30,1,13910,1,0,0,0,0,4,18
<B694F445>,672,1657,522,100,1,13920,1,0,0,0,0,4,18
<2B6A2847>,673,1658,523,10,1,14000,1,0,0,0,0,4,19
<1702924A>,674,1659,523,30,1,14010,1,0,0,0,0,4,19
<58428CC6>,675,1660,523,100,1,14020,1,0,0,0,0,4,19
<4AC19381>,676,1661,524,10,1,14100,1,0,0,0,0,4,20
<7054EAF0>,677,1662,524,30,1,14110,1,0,0,0,0,4,20
<8F6AB775>,678,1663,524,100,1,14120,1,0,0,0,0,4,20
<9676AC8E>,679,1664,525,10,1,14200,1,0,0,0,0,4,23
<C4144910>,680,1665,525,30,1,14210,1,0,0,0,0,4,23
<F7E4A1DF>,681,1666,525,100,1,14220,1,0,0,0,0,4,23
<FB876856>,682,1667,526,10,1,14300,1,0,0,0,0,4,24
<D8DB46C7>,683,1668,526,30,1,14310,1,0,0,0,0,4,24
<693EE8D8>,684,1669,526,100,1,14320,1,0,0,0,0,4,24
<DDA0C76A>,685,1670,527,10,1,14400,1,0,0,0,0,4,25
<5672399B>,686,1671,527,30,1,14410,1,0,0,0,0,4,25
<DA7A5B5A>,687,1672,527,100,1,14420,1,0,0,0,0,4,25
<D773FC91>,688,1673,528,10,1,14500,1,0,0,0,0,4,26
<4D82588E>,689,1674,528,30,1,14510,1,0,0,0,0,4,26
<0A2D99AC>,690,1675,528,100,1,14520,1,0,0,0,0,4,26
<208B57B4>,691,1676,529,10,1,14600,1,0,0,0,0,4,28
<5872E54D>,692,1677,529,30,1,14610,1,0,0,0,0,4,28
<433C230A>,693,1678,529,100,1,14620,1,0,0,0,0,4,28
<45DE0EB5>,694,1679,530,10,1,14700,1,0,0,0,0,4,30
<3B9637A3>,695,1680,530,30,1,14710,1,0,0,0,0,4,30
<2C756CDC>,696,1681,530,100,1,14720,1,0,0,0,0,4,30
<3FCC6FC2>,697,1682,531,10,1,14800,1,0,0,0,0,4,33
<59273969>,698,1683,531,30,1,14810,1,0,0,0,0,4,33
<BD561BAD>,699,1684,531,100,1,14820,1,0,0,0,0,4,33
<3A442C54>,700,1685,532,10,1,14900,1,0,0,0,0,4,34
<96C2F680>,701,1686,532,30,1,14910,1,0,0,0,0,4,34
<01DBA1A5>,702,1687,532,100,1,14920,1,0,0,0,0,4,34
<249B23E6>,703,1688,533,10,1,15000,1,0,0,0,0,4,35
<B5857E94>,704,1689,533,30,1,15010,1,0,0,0,0,4,35
<572F9F7C>,705,1690,533,100,1,15020,1,0,0,0,0,4,35
<8BD6F918>,706,1691,534,10,1,15100,1,0,0,0,0,4,36
<AFBED591>,707,1692,534,30,1,15110,1,0,0,0,0,4,36
<D5B35317>,708,1693,534,100,1,15120,1,0,0,0,0,4,36
<46A7A2DB>,709,1694,535,10,1,15200,1,0,0,0,0,4,37
<732E787C>,710,1695,535,30,1,15210,1,0,0,0,0,4,37
<4513AFE7>,711,1696,535,100,1,15220,1,0,0,0,0,4,37
<9CF74E8C>,712,1697,536,10,1,15300,1,0,0,0,0,4,38
<15078790>,713,1698,536,30,1,15310,1,0,0,0,0,4,38
<B80FA146>,714,1699,536,100,1,15320,1,0,0,0,0,4,38
<4C99E9A5>,715,1700,537,10,1,15400,1,0,0,0,0,4,39
<D5DEAF6B>,716,1701,537,30,1,15410,1,0,0,0,0,4,39
<250FBBB6>,717,1702,537,100,1,15420,1,0,0,0,0,4,39
<5A82C965>,718,1703,538,10,1,15500,1,0,0,0,0,4,40
<D4C38E61>,719,1704,538,30,1,15510,1,0,0,0,0,4,40
<B3E1C0ED>,720,1705,538,100,1,15520,1,0,0,0,0,4,40
<86F67534>,721,1706,539,10,1,15600,1,0,0,0,0,4,41
<708780BE>,722,1707,539,30,1,15610,1,0,0,0,0,4,41
<008C6BAA>,723,1708,539,100,1,15620,1,0,0,0,0,4,41
<FDEEF8A7>,724,1709,540,10,1,15700,1,0,0,0,0,4,42
<D4ABA732>,725,1710,540,30,1,15710,1,0,0,0,0,4,42
<ABD38CFF>,726,1711,540,100,1,15720,1,0,0,0,0,4,42
<AB85B277>,727,1712,541,10,1,15800,1,0,0,0,0,4,43
<9C73E2B3>,728,1713,541,30,1,15810,1,0,0,0,0,4,43
<309C29E2>,729,1714,541,100,1,15820,1,0,0,0,0,4,43
<F7783587>,730,1715,542,10,1,15900,1,0,0,0,0,4,44
<B10D9259>,731,1716,542,30,1,15910,1,0,0,0,0,4,44
<2E83ADE7>,732,1717,542,100,1,15920,1,0,0,0,0,4,44
<7CD92FFF>,733,1718,543,10,1,16000,1,0,0,0,0,4,45
<E50F94F5>,734,1719,543,30,1,16010,1,0,0,0,0,4,45
<36C96182>,735,1720,543,100,1,16020,1,0,0,0,0,4,45
<36186FCB>,736,1721,588,10,1,16100,1,0,0,0,0,4,46
<53994A39>,737,1722,588,30,1,16110,1,0,0,0,0,4,46
<8969BEC7>,738,1723,588,100,1,16120,1,0,0,0,0,4,46
<6CDAA3A7>,739,1724,589,10,1,16200,1,0,0,0,0,4,47
<5BE7716F>,740,1725,589,30,1,16210,1,0,0,0,0,4,47
<1A5425CB>,741,1726,589,100,1,16220,1,0,0,0,0,4,47
<921C7D50>,742,1727,590,10,1,16300,1,0,0,0,0,4,48
<96E9F7ED>,743,1728,590,30,1,16310,1,0,0,0,0,4,48
<56599865>,744,1729,590,100,1,16320,1,0,0,0,0,4,48
<248F3389>,745,1730,591,10,1,16400,1,0,0,0,0,4,49
<A9082A3C>,746,1731,591,30,1,16410,1,0,0,0,0,4,49
<1A8DF559>,747,1732,591,100,1,16420,1,0,0,0,0,4,49
<E4A394AF>,748,1733,592,10,1,16500,1,0,0,0,0,4,50
<CAEDF069>,749,1734,592,30,1,16510,1,0,0,0,0,4,50
<ED4B843B>,750,1735,592,100,1,16520,1,0,0,0,0,4,50
<2476CB35>,751,1736,593,10,1,16600,1,0,0,0,0,4,51
<0421D0F5>,752,1737,593,30,1,16610,1,0,0,0,0,4,51
<FCBBC78B>,753,1738,593,100,1,16620,1,0,0,0,0,4,51
<E38D4613>,754,1739,594,10,1,16700,1,0,0,0,0,4,52
<D2A35B41>,755,1740,594,30,1,16710,1,0,0,0,0,4,52
<F5B3EF1A>,756,1741,594,100,1,16720,1,0,0,0,0,4,52
<442FAAB2>,757,1742,595,10,1,16800,1,0,0,0,0,4,53
<1242C4D1>,758,1743,595,30,1,16810,1,0,0,0,0,4,53
<B8C08636>,759,1744,595,100,1,16820,1,0,0,0,0,4,53
<473E8BD5>,760,1745,596,10,1,16900,1,0,0,0,0,4,54
<D21F45A8>,761,1746,596,30,1,16910,1,0,0,0,0,4,54
<6095B412>,762,1747,596,100,1,16920,1,0,0,0,0,4,54
<98D30B8A>,763,1748,597,10,1,17000,1,0,0,0,0,4,55
<1BC3CA54>,764,1749,597,30,1,17010,1,0,0,0,0,4,55
<C0E1D591>,765,1750,597,100,1,17020,1,0,0,0,0,4,55
<5514430A>,766,1751,598,10,1,17100,1,0,0,0,0,4,56
<368B8FF9>,767,1752,598,30,1,17110,1,0,0,0,0,4,56
<843BA4BD>,768,1753,598,100,1,17120,1,0,0,0,0,4,56
<0A5C4572>,769,1754,599,10,1,17200,1,0,0,0,0,4,57
<9D6BD311>,770,1755,599,30,1,17210,1,0,0,0,0,4,57
<9CFF07EF>,771,1756,599,100,1,17220,1,0,0,0,0,4,57
<6D553851>,772,1757,600,10,1,17300,1,0,0,0,0,4,58
<AA28AF8E>,773,1758,600,30,1,17310,1,0,0,0,0,4,58
<2DE672AF>,774,1759,600,100,1,17320,1,0,0,0,0,4,58
<79DC9B2C>,775,1760,601,10,1,17400,1,0,0,0,0,4,59
<82E9ED96>,776,1761,601,30,1,17410,1,0,0,0,0,4,59
<1B022FDE>,777,1762,601,100,1,17420,1,0,0,0,0,4,59
<2E2D2B8F>,778,1763,602,10,1,17500,1,0,0,0,0,4,60
<759D74D7>,779,1764,602,30,1,17510,1,0,0,0,0,4,60
<91E57984>,780,1765,602,100,1,17520,1,0,0,0,0,4,60
<86B47038>,781,1766,603,10,1,17600,1,0,0,0,0,4,61
<746F090C>,782,1767,603,30,1,17610,1,0,0,0,0,4,61
<7AFC7A85>,783,1768,603,100,1,17620,1,0,0,0,0,4,61
<3D54D4F1>,784,1769,604,10,1,17700,1,0,0,0,0,4,62
<FB583243>,785,1770,604,30,1,17710,1,0,0,0,0,4,62
<3AF229DF>,786,1771,604,100,1,17720,1,0,0,0,0,4,62
<B3938598>,787,1772,605,10,1,17800,1,0,0,0,0,4,63
<1CBA7375>,788,1773,605,30,1,17810,1,0,0,0,0,4,63
<47D9C6C8>,789,1774,605,100,1,17820,1,0,0,0,0,4,63
<D0563ADF>,790,1775,606,10,1,17900,1,0,0,0,0,4,64
<8EB76BF8>,791,1776,606,30,1,17910,1,0,0,0,0,4,64
<6BAA761D>,792,1777,606,100,1,17920,1,0,0,0,0,4,64
<D67D171F>,793,1778,607,10,1,18000,1,0,0,0,0,4,65
<050D98BA>,794,1779,607,30,1,18010,1,0,0,0,0,4,65
<B2233091>,795,1780,607,100,1,18020,1,0,0,0,0,4,65
<B3CC1C20>,796,1781,608,10,1,18100,1,0,0,0,0,4,66
<EB16F210>,797,1782,608,30,1,18110,1,0,0,0,0,4,66
<C99B1501>,798,1783,608,100,1,18120,1,0,0,0,0,4,66
<0BAEA42C>,799,1784,609,10,1,18200,1,0,0,0,0,4,67
<25833D4A>,800,1785,609,30,1,18210,1,0,0,0,0,4,67
<94A52E66>,801,1786,609,100,1,18220,1,0,0,0,0,4,67
<2EA26FD6>,802,1787,610,10,1,18300,1,0,0,0,0,4,68
<3A58394A>,803,1788,610,30,1,18310,1,0,0,0,0,4,68
<458DA54A>,804,1789,610,100,1,18320,1,0,0,0,0,4,68
<FFAF44AE>,805,1790,611,10,1,18400,1,0,0,0,0,4,69
<D527510F>,806,1791,611,30,1,18410,1,0,0,0,0,4,69
<8574D9D8>,807,1792,611,100,1,18420,1,0,0,0,0,4,69
<4275FF2A>,808,1793,612,10,1,18500,1,0,0,0,0,4,70
<BA2662D5>,809,1794,612,30,1,18510,1,0,0,0,0,4,70
<A64A06B3>,810,1795,612,100,1,18520,1,0,0,0,0,4,70
<144AD9CA>,811,1796,613,10,1,18600,1,0,0,0,0,4,71
<C9988BCA>,812,1797,613,30,1,18610,1,0,0,0,0,4,71
<68F88F3D>,813,1798,613,100,1,18620,1,0,0,0,0,4,71
<B9683694>,814,1799,614,10,1,18700,1,0,0,0,0,4,72
<51E73FAC>,815,1800,614,30,1,18710,1,0,0,0,0,4,72
<EAA35EAB>,816,1801,614,100,1,18720,1,0,0,0,0,4,72
<B66ADF16>,817,1802,615,10,1,18800,1,0,0,0,0,4,73
<599D9F8A>,818,1803,615,30,1,18810,1,0,0,0,0,4,73
<4D23C0FF>,819,1804,615,100,1,18820,1,0,0,0,0,4,73
<EDF98DF2>,820,1805,616,10,1,18900,1,0,0,0,0,4,74
<69B75C4C>,821,1806,616,30,1,18910,1,0,0,0,0,4,74
<8C7E4860>,822,1807,616,100,1,18920,1,0,0,0,0,4,74
<B440E533>,823,1808,617,10,1,19000,1,0,0,0,0,4,75
<D18ADF5C>,824,1809,617,30,1,19010,1,0,0,0,0,4,75
<3781F9DF>,825,1810,617,100,1,19020,1,0,0,0,0,4,75
<989A167A>,826,1811,618,10,1,19100,1,0,0,0,0,4,77
<FADE151D>,827,1812,618,30,1,19110,1,0,0,0,0,4,77
<0838AFDF>,828,1813,618,100,1,19120,1,0,0,0,0,4,77
<88A3CC62>,829,1814,619,10,1,19200,1,0,0,0,0,4,78
<8319CE3E>,830,1815,619,30,1,19210,1,0,0,0,0,4,78
<9DDA48AF>,831,1816,619,100,1,19220,1,0,0,0,0,4,78
<0361E215>,832,1817,620,10,1,19300,1,0,0,0,0,4,79
<A46B0F84>,833,1818,620,30,1,19310,1,0,0,0,0,4,79
<D05D6EBB>,834,1819,620,100,1,19320,1,0,0,0,0,4,79
<5BC0FF46>,835,1820,621,10,1,19400,1,0,0,0,0,4,80
<3E53EDEE>,836,1821,621,30,1,19410,1,0,0,0,0,4,80
<E40D342D>,837,1822,621,100,1,19420,1,0,0,0,0,4,80
<8CA1147C>,838,1823,622,10,1,19500,1,0,0,0,0,4,81
<C0690BFA>,839,1824,622,30,1,19510,1,0,0,0,0,4,81
<7801A596>,840,1825,622,100,1,19520,1,0,0,0,0,4,81
<6DF86EBE>,841,1826,623,10,1,19600,1,0,0,0,0,4,82
<9F7DE0D7>,842,1827,623,30,1,19610,1,0,0,0,0,4,82
<3952C546>,843,1828,623,100,1,19620,1,0,0,0,0,4,82
<5C4677A3>,844,1829,624,10,1,19700,1,0,0,0,0,4,83
<162D6715>,845,1830,624,30,1,19710,1,0,0,0,0,4,83
<6DFAE9C1>,846,1831,624,100,1,19720,1,0,0,0,0,4,83
<A22A22D6>,847,1832,625,10,1,19800,1,0,0,0,0,4,84
<D07569B2>,848,1833,625,30,1,19810,1,0,0,0,0,4,84
<623732BA>,849,1834,625,100,1,19820,1,0,0,0,0,4,84
<12844B50>,850,1835,626,10,1,19900,1,0,0,0,0,4,85
<847A5F31>,851,1836,626,30,1,19910,1,0,0,0,0,4,85
<F0A9986E>,852,1837,626,100,1,19920,1,0,0,0,0,4,85
<AD8FE729>,853,1838,627,10,1,20000,1,0,0,0,0,4,86
<3E1657EE>,854,1839,627,30,1,20010,1,0,0,0,0,4,86
<F2DEB8A7>,855,1840,627,100,1,20020,1,0,0,0,0,4,86
<039E45D8>,856,1841,628,10,1,20100,1,0,0,0,0,4,87
<FD22BB98>,857,1842,628,30,1,20110,1,0,0,0,0,4,87
<BA8A9629>,858,1843,628,100,1,20120,1,0,0,0,0,4,87
<7383FC8D>,859,1844,629,10,1,20200,1,0,0,0,0,4,88
<22786F93>,860,1845,629,30,1,20210,1,0,0,0,0,4,88
<EC42FFC6>,861,1846,629,100,1,20220,1,0,0,0,0,4,88
<0D42AC8F>,862,1847,630,10,1,20300,1,0,0,0,0,4,89
<66CF84F1>,863,1848,630,30,1,20310,1,0,0,0,0,4,89
<8AB0BE3A>,864,1849,630,100,1,20320,1,0,0,0,0,4,89
<CBA8D6DD>,865,1850,631,10,1,20400,1,0,0,0,0,4,90
<FE5A427E>,866,1851,631,30,1,20410,1,0,0,0,0,4,90
