quest_name {7},quest_title {2},category {1},name {2},area {2},summary {2},GameCondition {2},Difficulty {1},ClearCheckflg {2},ArrivalCheckflg {2},HexCondition {2},OrderCond {2},OrderID {2},balloonCond {2},balloonNpc {2},waitComp {2},result_text_a {2},result_text_b {2},reward_disp {1},sortID {2},itemset_id_1 {2},itemset_id_2 {2},consent {2},window_disp {1},prt_quest_id {2},flg_type_a {2},flg_type_b {2},task_id {2},cancel_count {1},dead_count {2},next_quest_a {2},ScriptA {7},next_quest_b {2},ScriptB {7},quest_report {2}
030903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,1570,384,0,0,553,,0,,0
030904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,1571,385,0,0,554,,0,,0
030905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,1572,386,0,0,10000,,0,,0
,468,2,283,15,469,0,0,0,0,0,0,0,3115,283,0,470,471,1,42,123,124,1,1,0,362,0,0,0,0,1183,,0,,101
031101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,944,387,0,0,557,,0,,0
031102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,945,388,0,0,558,,0,,0
031103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,946,389,0,0,559,,0,,0
031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,947,390,0,0,10000,,10001,,0
,478,2,273,14,479,0,0,0,0,0,0,0,4724,273,0,480,481,1,0,125,126,1,1,0,363,0,0,0,0,561,,0,,102
031201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,710,392,0,0,562,,0,,0
031202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,711,393,0,0,563,,0,,0
031203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,712,394,0,0,564,,0,,0
031204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,713,395,0,0,565,,567,,0
031205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30490,0,0,0,0,0,0,0,0,560,0,714,396,1,0,566,qev031206.sb,0,,0
031206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,715,397,0,0,10000,,0,,0
031207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,716,398,0,0,0,,568,,0
031208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30366,0,0,0,0,0,0,0,0,560,0,717,399,0,0,0,,569,qev031208.sb,0
031209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,718,400,0,0,0,,10001,,0
,951,2,262,14,952,0,0,0,0,0,0,0,5293,262,0,953,954,1,0,127,128,1,1,0,364,0,0,0,0,571,,0,,103
031301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,948,401,0,0,572,,573,,0
031302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,949,402,0,0,10000,,574,,0
031303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,950,403,0,0,0,,574,,0
031304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,951,404,0,0,0,,10001,,0
,494,2,267,14,495,0,0,0,0,0,0,0,5476,267,0,496,497,1,0,129,130,1,1,0,365,0,0,0,0,576,,0,,104
031501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,719,405,0,0,577,,582,,0
031502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,720,406,0,0,578,,0,,0
031503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,721,407,0,0,579,,0,,0
031504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,722,408,0,0,580,,0,,0
031505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,723,409,0,0,581,,0,,0
031506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,724,410,0,0,10000,,0,,0
031507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,725,411,0,0,0,,583,,0
031508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,726,412,0,0,0,,584,,0
031509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,727,413,0,0,0,,585,,0
031510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,728,414,0,0,0,,586,,0
031511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,729,415,0,0,0,,10001,,0
,510,2,263,14,511,0,0,0,0,0,0,0,250,263,0,512,513,1,0,131,132,1,1,0,366,0,0,0,0,588,,0,,105
035101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30367,0,0,0,0,0,0,0,0,587,0,730,416,0,0,589,qev035102.sb,0,,0
035102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,731,417,0,0,590,,0,,0
035103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,732,418,0,0,591,,0,,0
035104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,733,419,0,0,592,,0,,0
035105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,734,420,0,0,593,,0,,0
035106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30368,0,0,0,0,0,0,0,0,587,0,735,421,0,0,595,qev035102.sb,0,,0
035107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,736,422,0,0,0,,0,,0
035108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,737,423,0,0,10000,,596,,0
035109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,738,424,0,0,0,,597,,0
035110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,739,425,0,0,0,,10001,,0
,1603,2,63,16,1604,0,0,0,0,0,0,0,5873,63,0,1605,1606,1,0,133,134,1,1,0,367,0,0,0,0,599,,0,,106
035401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30369,0,0,0,0,0,0,0,0,598,0,1573,426,0,0,600,qev035402.sb,0,,0
035402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30370,0,0,0,0,0,0,0,0,598,0,1574,427,1,0,601,qev035405.sb,0,,0
035403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,1575,428,0,0,602,,0,,0
035404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,1576,429,0,0,603,,605,,0
035405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,1577,430,0,0,604,,0,,0
035406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,1578,431,0,0,10000,,0,,0
035407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30371,0,0,0,0,0,0,0,0,598,0,1579,432,0,0,0,,606,qev035404.sb,0
035408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,1580,433,0,0,0,,10001,,0
,1616,2,294,16,1617,0,0,0,0,0,0,0,1427,294,0,1618,1619,0,0,135,136,1,1,0,368,0,0,0,0,608,,0,,107
035601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30372,0,0,0,0,0,0,0,0,607,0,1581,434,0,0,609,,0,,0
035602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30373,0,0,0,0,0,0,0,0,607,0,1582,435,0,0,610,qev035603.sb,0,,0
035603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,1583,436,0,0,611,,0,,0
035604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,1584,437,0,0,612,,613,,0
035605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,1585,438,0,0,10000,,0,,0
035606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,1586,439,0,0,0,,614,,0
035607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,1587,440,0,0,0,,10001,,0
,1628,2,293,14,1629,0,0,0,0,0,0,0,1873,293,0,1630,0,1,0,137,0,1,1,0,369,0,0,0,0,616,,0,,108
035701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1588,441,0,0,617,,0,,0
035702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1589,442,0,0,618,,0,,0
035703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1590,443,0,0,619,,0,,0
035704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1591,444,0,0,620,,0,,0
035705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1592,445,0,0,621,,0,,0
035706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1593,1710,0,0,622,,0,,0
035707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1594,1711,0,0,623,,0,,0
035708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1595,1712,0,0,624,,0,,0
035709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30374,0,0,0,0,0,0,0,0,615,0,1596,1713,0,0,10000,qev035702.sb,0,,0
,526,2,307,3,527,0,0,0,0,0,0,0,5415,307,0,528,529,1,0,138,139,1,1,0,370,0,0,0,0,626,,0,,109
040101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,740,446,0,0,627,,0,,0
040102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,741,447,0,0,628,,0,,0
040103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,742,448,0,0,629,,0,,0
040104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,743,449,0,0,630,,0,,0
040105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,744,450,0,0,631,,0,,0
040106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,745,451,0,0,632,,633,,0
040107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,746,452,0,0,10000,,0,,0
040108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,747,453,0,0,0,,10001,,0
,1229,2,321,4,1230,0,0,0,0,0,0,0,1158,321,0,1231,0,1,43,141,0,0,1,0,373,0,0,0,0,635,,0,,110
040401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,1059,455,0,0,636,,0,,0
040402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,1060,456,0,0,637,,0,,0
040403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,1061,457,0,0,638,,0,,0
040404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,1062,458,0,0,10000,,0,,0
,539,2,310,16,540,0,0,0,0,0,0,0,4662,310,0,541,0,1,0,142,0,1,1,0,374,0,0,0,0,640,,0,,111
040501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,748,459,0,0,641,,0,,0
040502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,749,460,0,0,642,,0,,0
040503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,750,461,0,0,643,,644,,0
040504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,751,462,0,0,644,,0,,0
040505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,752,463,0,0,10000,,0,,0
,1641,2,311,13,1642,0,0,0,0,0,0,0,4663,311,0,1643,0,1,0,143,0,1,1,0,375,0,0,0,0,646,,0,,112
040601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,1597,464,0,0,647,,0,,0
040602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30375,0,0,0,0,0,0,0,0,645,0,1598,465,1,0,648,qev040602.sb,0,,0
040603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30376,0,0,0,0,0,0,0,0,645,0,1599,466,0,0,649,qev040602.sb,0,,0
040604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,1600,467,0,0,10000,,0,,0
,551,2,343,4,552,0,0,0,0,0,0,0,205,343,0,553,554,1,44,144,145,1,1,0,376,0,0,0,0,651,,0,,113
040701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,753,468,0,0,652,,0,,0
040702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,754,469,0,0,653,,0,,0
040703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,755,470,0,0,654,,0,,0
040704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,756,471,0,0,10000,,10001,,0
,1649,2,311,15,1650,0,0,0,0,0,0,0,4664,311,0,1651,0,1,0,146,0,1,1,0,377,0,0,0,0,656,,0,,114
040801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,1601,472,0,0,657,,0,,0
040802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,1602,473,0,0,658,,0,,0
040803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,1603,474,0,0,659,,0,,0
040804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,1604,475,0,0,10000,,0,,0
,1658,2,310,3,1659,0,0,0,0,0,0,0,4665,310,0,1660,0,0,0,147,0,1,1,0,378,0,0,0,0,661,,0,,115
040901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,1605,476,0,0,662,,0,,0
040902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,1606,477,0,0,663,,0,,0
040903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,1607,478,0,0,664,,0,,0
040904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,1608,479,0,0,10000,,0,,0
,563,2,299,6,564,0,0,0,0,0,0,0,276,299,0,565,0,1,45,148,0,1,1,0,379,0,0,0,0,666,,0,,116
041001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,757,480,0,0,667,,0,,0
041002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,758,481,0,0,10000,,10001,,0
,571,2,299,6,572,0,0,0,0,0,0,0,5473,299,0,573,574,1,0,149,150,1,1,0,380,0,0,0,0,669,,0,,117
041101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,759,482,0,0,670,,0,,0
041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,760,483,1,0,671,,0,,0
041103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,761,484,0,0,672,,0,,0
041104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,1609,485,0,0,10000,,10001,,0
,1669,2,325,5,1670,0,0,0,0,0,0,0,1413,325,0,1671,1672,1,0,151,152,1,1,0,381,0,0,0,0,674,,0,,118
041201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,1610,486,0,0,675,,0,,0
041202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,1611,487,0,0,676,,678,,0
041203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,1612,488,0,0,677,,0,,0
041204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,1613,489,0,0,10000,,0,,0
041205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30377,0,0,0,0,0,0,0,0,673,0,1614,490,1,0,0,,10001,qev041204.sb,0
,582,2,338,3,583,0,0,0,0,0,0,0,5474,338,0,584,0,1,0,153,0,1,1,0,382,0,0,0,0,680,,0,,119
041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,762,491,0,0,681,,0,,0
041302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,763,492,0,0,10000,,0,,0
,1679,2,314,3,1680,0,0,0,0,0,0,0,5453,314,0,1681,1682,1,0,154,155,1,1,0,383,0,0,0,0,683,,0,,120
041401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1615,493,0,0,684,,0,,0
041402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1616,494,0,0,685,,687,,0
041403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1617,495,0,0,10000,,0,,0
041404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,,0,,0
041405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1619,496,0,0,0,,689,,0
041406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,,0,,0
041407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1621,497,0,0,0,,690,,0
041408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1622,498,0,0,0,,691,,0
041409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1623,499,0,0,0,,692,,0
041410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1624,500,0,0,0,,10001,,0
,1694,2,331,5,1695,0,0,0,0,0,0,0,5383,331,0,1696,0,1,0,156,0,1,1,0,384,0,0,0,0,694,,0,,121
041501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,1625,503,0,0,10000,,0,,0
,1699,2,320,7,1700,0,0,0,0,0,0,0,3713,320,0,1701,1702,1,0,157,157,1,1,0,385,0,0,0,0,696,,0,,122
041601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,1626,504,0,0,697,,0,,0
041602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,1627,505,0,0,698,,699,,0
041603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,1628,506,0,0,10000,,0,,0
041604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,1629,507,0,0,0,,700,,0
041605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,1630,508,0,0,0,,10001,,0
,1710,2,309,6,1711,0,0,0,0,0,0,0,5454,309,0,1712,1713,1,0,158,158,1,1,0,387,0,0,0,0,702,,0,,123
041801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,1631,509,0,0,703,,0,,0
041802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,1632,510,0,0,10000,,10001,,0
,588,2,315,7,589,0,0,0,0,0,0,0,5442,315,0,590,0,1,0,159,0,1,1,0,388,0,0,0,0,705,,0,,124
041901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,764,511,0,0,706,,0,,0
041902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,765,512,0,0,707,,0,,0
041903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,766,513,0,0,708,,0,,0
041904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,767,514,0,0,709,,0,,0
041905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,768,515,0,0,710,,0,,0
041906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,769,516,0,0,711,,0,,0
041907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,770,517,0,0,10000,,0,,0
,600,2,330,6,601,0,0,0,0,0,0,0,5514,330,0,602,603,1,0,160,161,1,1,0,389,0,0,0,0,713,,0,,125
042101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,771,518,0,0,714,,0,,0
042102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,772,519,0,0,715,,0,,0
042103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,773,520,0,0,716,,718,,0
042104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,774,521,0,0,717,,0,,0
042105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,775,522,0,0,10000,,0,,0
042106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,776,523,0,0,0,,719,,0
042107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,777,524,0,0,0,,720,,0
042108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,778,525,0,0,0,,722,,0
042109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,779,526,0,0,0,,722,,0
042110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,780,527,0,0,0,,10001,,0
,1718,2,329,15,1719,0,0,0,0,0,0,0,5384,329,0,1720,0,1,0,162,0,1,1,0,390,0,0,0,0,724,,0,,126
042201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30378,0,0,0,0,0,0,0,0,723,0,1633,528,0,0,725,qev042202.sb,0,,0
042202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,1634,529,0,0,726,,0,,0
042203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,1635,530,0,0,727,,0,,0
042204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,1636,531,0,0,728,,0,,0
042205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,1637,532,0,0,10000,,0,,0
,960,2,354,5,961,0,0,0,0,0,0,0,6208,354,0,962,963,1,0,166,167,1,1,0,393,0,0,0,0,730,,0,,127
050101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1267,537,0,0,731,,0,,0
050102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1268,538,0,0,732,,0,,0
050103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1269,539,0,0,733,,740,,0
050104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30380,0,0,0,0,0,0,0,0,729,0,1270,540,0,0,734,qev050104.sb,0,,0
050105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1271,541,0,0,735,,0,,0
050106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30381,0,0,0,0,0,0,0,0,729,0,1272,542,0,0,736,qev050105.sb,0,,0
050107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1273,543,0,0,737,,0,,0
050108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1274,544,0,0,738,,738,,0
050109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30382,0,0,0,0,0,0,0,0,729,0,1275,545,1,0,739,qev050108.sb,0,,0
050110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1276,546,0,0,10000,,0,,0
050111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30383,0,0,0,0,0,0,0,0,729,0,1277,547,0,0,0,,741,qev050105.sb,0
050112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1278,548,0,0,0,,742,,0
050113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30384,0,0,0,0,0,0,0,0,729,0,1279,549,0,0,0,,743,qev050104.sb,0
050114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1280,550,0,0,0,,744,,0
050115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,1281,551,0,0,0,,745,,0
050116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30382,0,0,0,0,0,0,0,0,729,0,1282,552,1,0,0,,746,qev050108.sb,0
