condition {1},pattern {1},quest_type1 {1},purpose1 {2},branch1 {1},purpose_log1 {2},purpose_exp1 {1},target1 {2},ProgressType1 {1},ProgressID1 {2},quest_type2 {1},purpose2 {2},branch2 {1},purpose_log2 {2},purpose_exp2 {1},target2 {2},ProgressType2 {1},ProgressID2 {2},quest_type3 {1},purpose3 {2},branch3 {1},purpose_log3 {2},purpose_exp3 {1},target3 {2},ProgressType3 {1},ProgressID3 {2}
0,2,1,160,1,394,1,82,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,73,1,395,1,83,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,75,0,1469,1,645,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,225,0,1470,1,646,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,75,0,1471,1,647,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,214,0,1472,1,648,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,68,0,1473,1,649,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,322,0,1474,2,650,1,68,1,322,1,1475,3,650,1,68,0,0,0,0,0,0,0,0
0,2,1,214,0,1476,1,651,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,214,0,1477,1,652,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,69,0,1478,1,653,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,323,0,1479,1,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,424,0,1480,1,655,2,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,69,0,1481,1,656,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,214,1,1482,1,657,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,214,1,1483,1,658,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,69,1,1484,1,659,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,324,1,1485,1,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,424,1,1486,1,661,2,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,214,1,1487,1,662,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,183,0,1493,1,755,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,164,0,1494,1,756,1,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,60,0,1495,1,985,0,0,3,61,0,1496,1,986,0,0,3,62,0,1497,1,987,0,0
0,2,1,164,0,1498,1,756,1,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,63,0,1503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,228,0,1504,1,827,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,87,0,1505,1,828,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,228,0,1506,1,829,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,64,0,1507,1,988,1,177,3,65,0,1508,1,989,1,167,3,66,0,1509,1,990,1,75
0,2,1,228,0,1510,1,830,1,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,68,0,400,1,0,0,0,3,69,0,401,1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,221,0,402,2,351,1,221,1,221,1,402,3,0,0,0,0,0,0,0,0,0,0,0
0,2,3,70,0,403,1,0,0,0,3,71,0,404,1,777,0,0,0,0,0,0,0,0,0,0
0,2,1,221,0,405,1,352,1,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,64,0,410,1,353,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,113,0,411,1,354,2,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,64,0,412,1,355,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,227,0,413,1,356,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,72,0,414,1,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,177,0,415,1,358,1,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,227,0,416,1,359,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,73,0,417,1,0,0,0,3,74,0,418,1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,157,1,419,1,360,1,157,1,157,0,420,1,0,1,157,0,0,0,0,0,0,0,0
0,2,1,247,0,425,1,84,1,247,1,239,0,426,1,85,1,239,1,246,0,427,1,86,1,246
0,2,3,75,0,428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,151,0,429,1,87,1,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,76,0,430,1,0,0,0,3,77,0,431,1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,245,0,432,2,88,1,245,1,245,1,433,3,0,1,245,0,0,0,0,0,0,0,0
0,2,3,78,0,438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,219,0,439,1,361,1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,199,0,440,1,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,248,0,441,1,363,1,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,79,0,442,1,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,201,0,443,1,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,219,0,1515,1,976,1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,161,0,1516,1,977,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,462,0,1517,1,978,2,462,2,463,0,1518,1,0,2,463,2,464,0,1519,1,0,2,464
0,2,2,465,0,1520,1,979,2,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,269,0,1521,1,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,466,0,1522,1,981,2,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,219,0,1523,1,982,1,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,218,0,1524,1,983,1,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,233,0,1222,1,757,1,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,434,0,1223,1,1380,2,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,233,0,1224,2,759,1,233,1,233,1,1224,3,0,0,0,0,0,0,0,0,0,0,0
0,2,2,435,0,1225,1,1382,2,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,233,0,1226,1,887,1,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,436,1,1227,1,1381,2,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,233,1,1228,1,887,1,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,82,0,1529,1,1174,0,0,3,83,0,1530,1,1175,0,0,3,84,0,1531,1,1176,0,0
0,2,1,232,0,1532,1,1177,1,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,325,0,1537,1,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,237,0,1538,2,913,1,237,1,237,1,1538,3,913,1,237,0,0,0,0,0,0,0,0
0,2,3,85,0,1539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,454,0,1540,1,915,2,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,237,0,1541,1,916,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,454,1,1543,1,917,2,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,237,1,1544,1,918,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,255,1,1545,1,919,1,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,424,0,1550,1,0,0,0,3,425,0,1551,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,394,0,1552,1,1180,1,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,238,0,1553,1,1487,1,238,1,238,0,1554,1,1488,1,238,1,238,0,1555,1,1489,1,238
0,2,1,238,0,1556,1,1182,1,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,394,0,1557,2,1183,1,394,1,394,1,1558,3,1184,1,394,0,0,0,0,0,0,0,0
0,2,3,473,1,1559,1,1185,0,0,3,474,1,1560,1,1186,0,0,3,475,1,1561,1,1187,0,0
0,2,1,394,1,1562,1,1188,1,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,17,3213,0,1567,2,0,0,0,17,3214,1,1567,3,0,0,0,0,0,0,0,0,0,0,0
0,2,1,264,0,1568,1,762,1,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,264,1,1569,1,762,1,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,259,0,1574,1,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,437,0,1575,1,764,2,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,271,0,1576,1,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,271,0,1581,1,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,438,0,1582,1,767,2,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,273,0,1583,1,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,257,0,1588,1,769,1,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,281,0,1589,2,770,0,0,1,281,1,1589,3,0,0,0,0,0,0,0,0,0,0,0
0,2,2,440,0,1590,1,771,2,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,257,0,1591,1,773,1,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,440,1,1592,1,771,2,440,2,441,1,1593,1,772,2,441,0,0,0,0,0,0,0,0
0,2,1,278,0,2551,1,780,4,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,87,0,2552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,279,0,2553,1,782,4,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,286,0,2554,1,783,1,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,88,0,2559,1,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,268,0,448,1,0,1,268,1,268,1,458,1,0,1,268,0,0,0,0,0,0,0,0
0,2,1,918,0,449,1,400,1,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,197,0,450,1,401,2,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,285,0,451,1,402,1,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,281,0,452,1,403,1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,89,0,453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,281,0,454,1,404,1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,261,0,455,1,405,1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,198,0,456,1,406,2,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,268,0,457,1,407,1,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,278,1,459,1,408,1,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,90,1,460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,278,1,461,1,408,1,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,281,1,462,1,403,1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,89,1,463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,281,1,464,1,403,1,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,261,1,465,1,405,1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,198,1,466,1,406,2,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,268,1,467,1,407,1,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,261,0,1598,1,965,1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,460,0,1599,1,966,2,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,461,0,1600,1,967,2,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,261,0,1601,1,968,1,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,269,0,1602,1,969,1,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,91,0,472,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,283,0,473,1,365,1,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,92,0,474,1,0,0,0,3,93,0,475,1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,392,0,476,2,366,1,392,1,392,1,476,3,0,0,0,0,0,0,0,0,0,0,0
0,2,3,512,0,477,1,1345,1,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,89,0,482,1,301,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,94,0,483,1,0,0,0,3,95,0,484,1,984,0,0,0,0,0,0,0,0,0,0
0,2,1,89,0,485,1,302,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,287,0,486,2,303,1,287,1,287,1,490,3,0,0,0,0,0,0,0,0,0,0,0
0,2,2,203,0,487,1,304,2,203,2,204,0,488,1,304,2,204,0,0,0,0,0,0,0,0
0,2,1,273,0,489,1,305,1,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,237,1,491,1,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,467,1,492,1,307,2,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,273,1,493,1,308,1,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,206,1,956,3,0,0,0,2,205,0,955,2,309,2,205,0,0,0,0,0,0,0,0
1,2,1,262,0,957,2,310,1,262,2,206,1,956,3,0,0,0,0,0,0,0,0,0,0,0
0,2,2,205,1,958,1,309,2,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,262,1,959,1,310,1,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,267,0,498,2,0,0,0,1,267,1,499,3,0,0,0,0,0,0,0,0,0,0,0
0,2,1,258,0,500,1,1342,1,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,214,0,501,1,681,2,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,215,0,502,1,681,2,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,216,0,503,1,681,2,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,267,0,504,1,1344,1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,293,1,505,1,1343,1,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,217,1,506,1,681,2,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,218,1,507,1,681,2,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,219,1,508,1,681,2,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,267,1,509,1,1344,1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,114,0,514,1,1207,2,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,263,0,515,1,1208,1,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,96,0,516,1,0,0,0,3,97,0,517,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,263,0,518,1,1210,1,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,519,1,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,115,0,520,1,1212,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,263,0,521,1,1213,1,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,263,0,522,2,1214,1,263,1,263,1,523,3,1214,1,263,0,0,0,0,0,0,0,0
0,1,2,116,1,524,1,1215,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,263,1,525,1,1216,1,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,533,0,1607,1,1217,2,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,534,0,1608,1,1218,2,534,2,535,0,1609,1,1219,2,535,0,0,0,0,0,0,0,0
0,2,1,63,0,1610,1,1220,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,275,0,1611,2,1221,4,275,1,275,1,1611,3,1221,4,275,0,0,0,0,0,0,0,0
0,2,3,482,0,1612,1,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,63,0,1613,1,1223,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,536,1,1614,1,1224,2,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,63,1,1615,1,1225,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1620,1,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,537,0,1621,1,1227,2,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,293,0,1622,1,1228,1,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,539,1,1624,3,0,0,0,2,538,0,1623,2,1229,2,538,0,0,0,0,0,0,0,0
0,2,1,293,0,1625,1,1231,1,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,538,1,1626,1,1232,2,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,293,1,1627,1,1233,1,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,293,0,1632,1,1234,1,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,541,0,1633,1,1235,2,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,293,0,1634,1,1236,1,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,293,0,1635,1,1237,1,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,542,0,1636,1,1238,2,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,341,0,530,1,90,1,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,17,4700,0,531,1,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,341,0,532,1,92,1,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,341,0,533,1,93,1,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,98,0,534,1,0,0,0,3,99,0,535,1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,341,0,536,2,94,1,341,1,0,1,536,3,0,1,341,0,0,0,0,0,0,0,0
0,2,1,307,0,537,1,95,1,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,307,1,538,1,96,1,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,70,0,0,0,0,2,70,2,71,0,0,0,0,2,71,2,72,0,0,0,0,2,72
0,2,1,322,0,1233,1,311,1,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,321,0,1234,1,312,1,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,344,0,1235,1,313,1,344,1,323,0,1236,1,314,1,323,1,345,0,1237,1,315,1,345
0,2,1,321,0,1238,1,316,1,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,103,0,543,1,0,0,0,3,104,0,544,1,0,0,0,3,105,0,545,1,0,0,0
0,2,1,310,0,546,1,920,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,106,0,547,1,938,0,0,1,311,1,548,1,921,1,311,0,0,0,0,0,0,0,0
0,2,1,311,0,549,1,922,1,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,310,0,550,1,923,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,335,0,1645,1,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,455,0,1646,1,925,2,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,456,0,1647,1,926,2,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,311,0,1648,1,927,1,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,108,0,555,1,0,0,0,3,109,0,556,1,0,0,0,3,110,0,557,1,0,0,0
0,2,1,343,0,558,1,317,1,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,111,0,559,1,0,0,0,3,112,0,560,1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,343,0,561,2,318,1,343,1,343,1,562,3,318,1,343,0,0,0,0,0,0,0,0
0,2,1,310,0,1653,1,928,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,114,0,1654,1,0,0,0,3,115,0,1655,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,310,0,1656,1,930,1,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,311,0,1657,1,931,1,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1662,1,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1663,1,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,72,0,1667,1,936,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,311,0,1668,1,937,1,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,17,5527,0,567,1,0,0,0,17,5528,0,568,1,0,0,0,17,5529,0,569,1,0,0,0
0,2,1,299,0,570,1,97,1,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,428,0,575,1,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,562,0,576,1,1335,2,562,2,563,0,577,1,1335,2,563,2,564,0,578,1,1335,2,564
0,2,1,299,0,579,1,1338,1,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,308,0,580,1,1339,1,308,1,318,1,581,1,1340,1,318,0,0,0,0,0,0,0,0
0,2,1,276,0,1673,1,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,277,0,1674,2,960,0,0,1,277,1,1674,3,0,0,0,0,0,0,0,0,0,0,0
0,2,3,437,0,1675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,645,0,1676,1,962,1,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,458,1,1677,1,963,2,458,2,459,1,1678,1,964,2,459,0,0,0,0,0,0,0,0
0,2,3,130,0,586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,338,0,587,1,1341,1,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,498,0,1683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,314,0,1684,2,1330,1,314,1,314,1,1684,3,0,1,314,0,0,0,0,0,0,0,0
0,2,1,314,0,1685,1,1331,1,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,314,1,1687,1,1331,1,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,309,1,1689,1,1332,1,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,502,1,1690,1,0,0,0,3,503,1,1691,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,309,1,1692,1,1332,1,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,314,1,1693,1,1330,1,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,1,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,213,0,1698,1,1122,1,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,296,0,1703,1,970,1,296,1,348,0,1704,1,971,1,348,0,0,0,0,0,0,0,0
1,2,3,438,0,1705,2,972,0,0,1,327,1,1706,3,0,0,0,0,0,0,0,0,0,0,0
0,2,1,320,0,1707,1,973,1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,438,1,1708,1,974,0,0,2,617,1,1708,0,0,2,617,0,0,0,0,0,0,0,0
0,2,1,320,1,1709,1,975,1,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,499,0,1714,1,0,0,0,3,500,0,1715,1,0,0,0,3,501,0,1716,1,0,0,0
1,2,1,309,0,1717,2,1329,1,309,1,309,1,1717,3,0,1,309,0,0,0,0,0,0,0,0
0,2,1,315,0,592,1,319,1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,316,0,593,1,320,1,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,315,0,594,1,321,1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,119,0,595,1,0,0,0,3,120,0,596,1,0,0,0,0,0,0,0,0,0,0,0
0,2,1,315,0,597,1,322,1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,316,0,598,1,323,1,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
